outcome	result_reldir	n_seeds	nested_n	estimate	ci_lower	ci_upper	ci_half_width	nested_estimate	nested_change	relative_precision_defined	relative_ci_half_width	relative_nested_change
broker_holdout_r2	oat/eta=0.001	20	10	0.3992258531967351	0.15810857937993522	0.6403431270135349	0.24111727381679984	0.513790917737347	0.11456506454061188	true	0.6039620728119011	0.28696804984760144
broker_holdout_r2	oat/eta=0.01	20	10	0.7222663531053295	0.602666051021299	0.84186665518936	0.1196003020840305	0.6490778106184213	0.0731885424869082	true	0.16559029999088018	0.10133179009687993
broker_holdout_r2	oat/eta=0.03	20	10	0.8414412163229592	0.804506312192187	0.8783761204537314	0.03693490413077216	0.8208090468895248	0.020632169433434377	true	0.04389481215595211	0.024520036614792358
broker_holdout_r2	oat/k=12	20	10	0.7455978226533262	0.6214917668011545	0.8697038785054979	0.12410605585217171	0.8276947700988202	0.082096947445494	true	0.1664517412490838	0.11010888839956534
broker_holdout_r2	oat/k=4	20	10	0.7824433510254425	0.7149305780717721	0.8499561239791129	0.06751277295367042	0.7677483337400722	0.01469501728537026	true	0.08628455065173801	0.01878093444862365
broker_holdout_r2	oat/n_strangers=0	20	10	0.7847785853933326	0.7060335577602118	0.8635236130264533	0.07874502763312075	0.7209015090011061	0.0638770763922265	true	0.10034043881772536	0.08139502986082525
broker_holdout_r2	oat/n_strangers=50	20	10	0.6792545732544844	0.503254612129308	0.8552545343796607	0.17599996112517635	0.6449072386104662	0.03434733464401818	true	0.25910750998983345	0.050566217728135736
broker_holdout_r2	oat/reservation_frac=0.4	20	10	0.8319924657940729	0.7515048142518759	0.91248011733627	0.08048765154219706	0.7782561916761147	0.05373627411795823	true	0.09674084183608295	0.06458745280424033
broker_holdout_r2	oat/reservation_frac=0.9	20	10	0.7385946237604336	0.6424881466744427	0.8347011008464246	0.09610647708599096	0.6835685367590545	0.05502608700137912	true	0.13012073740353072	0.07450106625637594
broker_holdout_r2	oat/reservation_frac=1.2	20	10	0.42569768451085555	0.2177593891730129	0.6336359798486981	0.2079382953378426	0.36068712658457114	0.0650105579262844	true	0.4884647084157209	0.1527153195606038
broker_holdout_r2	oat/rho=0.0	20	10	0.11736171335092842	-1.068245288094678	1.3029687147965348	1.1856070014456064	0.6207909287027575	0.5034292153518292	false	NaN	NaN
broker_holdout_r2	oat/rho=0.15	20	10	0.3813974525576211	-0.10404631232237499	0.8668412174376172	0.4854437648799961	0.3928232103113066	0.01142575775368554	false	NaN	NaN
broker_holdout_r2	oat/rho=0.3	20	10	0.6948840799301419	0.5912697985628446	0.7984983612974392	0.10361428136729733	0.7124098314481293	0.01752575151798741	true	0.1491101672349637	0.025221115325809895
broker_holdout_r2	oat/rho=0.5	50	20	0.7725324544677658	0.6980450350412635	0.847019873894268	0.07448741942650228	0.7775160540637936	0.004983599596027899	true	0.0964197931047702	0.006450990592312833
broker_holdout_r2	oat/rho=0.7	20	10	0.7254686276405895	0.6489442420879978	0.8019930131931812	0.07652438555259167	0.7612567016507819	0.03578807401019235	true	0.10548269440881082	0.049330974003085934
broker_holdout_r2	oat/rho=0.85	20	10	0.7015488582848637	0.5684790735294423	0.8346186430402851	0.13306978475542142	0.6105036942339312	0.09104516405093244	true	0.18967999617410605	0.12977736757140237
broker_holdout_r2	oat/rho=1.0	20	10	0.05028769413400265	-0.9376820229614833	1.0382574112294887	0.987969717095486	-0.6245000763027091	0.6747877704367118	false	NaN	NaN
broker_holdout_r2	oat/roster_frac=0.1	20	10	0.7001241098235143	0.49255829355059955	0.907689926096429	0.2075658162729147	0.6223007867488155	0.07782332307469875	true	0.29647003061391136	0.11115646780728103
broker_holdout_r2	oat/roster_frac=0.4	20	10	0.5563582076977893	0.03659313512760631	1.0761232802679723	0.519765072570183	0.2625916114831579	0.2937665962146314	true	0.9342273833273194	0.5280170080176184
broker_holdout_r2	phase/eta_r/cells/0_0	20	10	-0.40761696646915435	-1.8152825160691575	1.0000485831308485	1.407665549600003	0.2166387453917685	0.6242557118609229	false	NaN	NaN
broker_holdout_r2	phase/eta_r/cells/0_2	20	10	-1.8358782425229143	-3.307490232617733	-0.3642662524280955	1.4716119900948188	-2.2552129543380435	0.41933471181512916	true	0.8015847434808581	0.22841095999856062
