seed	nn_agent_holdout_rank	ridge_agent_holdout_rank	delta_agent_holdout_rank	nn_broker_holdout_rank	ridge_broker_holdout_rank	delta_broker_holdout_rank	nn_rank_gap	ridge_rank_gap	delta_rank_gap	nn_agent_holdout_r2	ridge_agent_holdout_r2	delta_agent_holdout_r2	nn_broker_holdout_r2	ridge_broker_holdout_r2	delta_broker_holdout_r2	nn_r2_gap	ridge_r2_gap	delta_r2_gap	nn_output_gap	ridge_output_gap	delta_output_gap	nn_outsourcing_rate	ridge_outsourcing_rate	delta_outsourcing_rate	nn_access_fraction	ridge_access_fraction	delta_access_fraction	nn_betweenness	ridge_betweenness	delta_betweenness	nn_mean_degree	ridge_mean_degree	delta_mean_degree
11	0.672245028142589	0.43290787992495305	-0.23933714821763596	0.9492400562851783	0.8485360225140711	-0.10070403377110715	0.2769950281425892	0.4156281425891182	0.13863311444652898	-1.0412761283101892	-3.1286159970055825	-2.087339868695393	-0.12377074724184922	0.5434496776262359	0.6672204248680851	0.9175053810683398	3.672065674631818	2.754560293563478	2.1415968464239663	1.9103280885720717	-0.2312687578518946	0.974523793482812	0.9656083743630864	-0.008915419119725598	0.11279325370444179	0.11167464716339637	-0.001118606541045425	0.7731711744728536	0.7356423867933112	-0.037528787679542375	17.07015	17.770699999999998	0.7005499999999962
12	0.6019986866791744	0.48297579737335833	-0.11902288930581612	0.9336226078799251	0.8229278611632269	-0.11069474671669821	0.3316239212007505	0.33995206378986864	0.008328142589118126	-1.4606841830583526	-2.7789025911010343	-1.3182184080426818	0.7130857612455915	0.5977327778563237	-0.1153529833892678	2.173769944303944	3.3766353689573583	1.2028654246534143	1.8567732958821153	1.6786059924386323	-0.17816730344348297	0.9846089751921353	0.9378015162078601	-0.046807458984275185	0.11218500973388482	0.10785207135248875	-0.004332938381396062	0.819802502905387	0.7712814311818221	-0.0485210717235649	17.373400000000004	17.285949999999996	-0.08745000000000758
13	0.6366958724202627	0.4913686679174485	-0.14532720450281422	0.9520856472795499	0.8030853658536584	-0.1490002814258915	0.31538977485928704	0.31171669793621	-0.0036730769230770566	-1.37052486012149	-2.8109008980197308	-1.4403760378982406	0.8757552645529915	0.5158940049069538	-0.35986125964603766	2.246280124674481	3.3267949029266846	1.0805147782522035	2.0319133475223343	1.7250103038469802	-0.30690304367535415	0.9787113164878525	0.9369711854265843	-0.04174013106126817	0.10627061975925337	0.11269636937394045	0.006425749614687087	0.8198729533176315	0.7388063429319692	-0.08106661038566232	16.634000000000004	17.86025	1.2262499999999967
14	0.6559887429643527	0.4621163227016886	-0.1938724202626641	0.9576851782363975	0.8636843339587242	-0.0940008442776733	0.3016964352720449	0.40156801125703556	0.09987157598499063	-1.1734726542793077	-2.4070036664211836	-1.2335310121418759	0.8925871588737859	0.5604654924130789	-0.33212166646070707	2.0660598131530934	2.9674691588342625	0.9014093456811691	1.6430931702206641	1.539658225285475	-0.10343494493518923	0.9704075521015808	0.9577156701791235	-0.012691881922457293	0.10451684419873182	0.12806319219397835	0.023546347995246533	0.8106725313930367	0.773497960711335	-0.03717457068170171	17.80225	18.39525	0.593
15	0.5844931519699813	0.44683142589118197	-0.13766172607879934	0.9677787992495309	0.8518583489681049	-0.11592045028142606	0.3832856472795497	0.4050269230769231	0.021741275797373394	-1.1590366926048374	-2.614384692429681	-1.4553479998248435	0.9151100509813703	0.5600085846360237	-0.3551014663453467	2.0741467435862075	3.1743932770657044	1.1002465334794969	1.2206569249613053	1.3457263289985002	0.1250694040371949	0.9740408258342118	0.9668058087364215	-0.007235017097790286	0.10419406788292	0.12578146576950264	0.021587397886582635	0.8155125355843591	0.7843172998502097	-0.031195235734149396	17.718	18.2018	0.4837999999999987
16	0.5569385553470919	0.49668949343339586	-0.060249061913696056	0.9585054409005627	0.8456137898686679	-0.1128916510318948	0.40156688555347075	0.34892429643527206	-0.05264258911819869	-2.008888990714277	-3.0581898645274337	-1.0493008738131566	0.8590755118617146	0.5401072088520587	-0.31896830300965595	2.8679645025759912	3.5982970733794923	0.7303325708035011	1.517758371525823	1.4133062808246755	-0.10445209070114747	0.9834895105709082	0.9435916619289438	-0.03989784864196433	0.10855183486399193	0.12275076280586641	0.014198927941874481	0.8077975082219947	0.7277671855856436	-0.08003032263635113	17.15045	18.995800000000003	1.8453500000000034
17	0.6215530018761726	0.47370469043151964	-0.14784831144465294	0.9483837711069418	0.829914071294559	-0.11846969981238287	0.3268307692307693	0.3562093808630394	0.02937861163227007	-1.3393926986860423	-3.2722552183642435	-1.9328625196782012	0.8184305619241948	0.5780394079127632	-0.24039115401143163	2.157823260610237	3.850294626277006	1.6924713656667691	1.7643327562271947	1.345917741083929	-0.41841501514326573	0.9867902719011852	0.9247212499213753	-0.0620690219798099	0.10259700201904302	0.11293146177845251	0.010334459759409484	0.8146970898062407	0.7620164767613139	-0.05268061304492677	16.7037	17.84775	1.14405
18	0.65654287054409	0.4303616322701688	-0.22618123827392117	0.9678565666041277	0.882704596622889	-0.08515196998123864	0.3113136960600376	0.4523429643527204	0.1410292682926828	-0.962076520771834	-3.047608312428849	-2.085531791657015	0.8277517943808557	0.7147963970983544	-0.11295539728250126	1.7898283151526897	3.762404709527204	1.9725763943745145	2.0082892831481147	1.8938916792430163	-0.11439760390509846	0.9916795794094778	0.9601176497934318	-0.03156192961604598	0.10775222102946684	0.10791923583320022	0.00016701480373337851	0.8325839607952743	0.7672078771650985	-0.06537608363017577	16.77805	16.738149999999997	-0.03990000000000293
19	0.5865089118198873	0.44091003752345215	-0.14559887429643514	0.9763898686679173	0.8211517823639773	-0.15523808630393998	0.38988095684803004	0.38024174484052536	-0.009639212007504672	-1.2598136415479007	-2.646246612846066	-1.3864329712981653	0.9491269073604622	0.5839296699368601	-0.3651972374236021	2.208940548908363	3.2301762827829257	1.0212357338745628	1.5722864710232876	1.3720120694190816	-0.20027440160420595	0.9895102990388752	0.9457664925254214	-0.043743806513453776	0.1077544502149925	0.10998330863564403	0.0022288584206515277	0.7975775574666201	0.7425521326272596	-0.05502542483936046	16.8991	18.004599999999996	1.1054999999999957
20	0.6088417448405253	0.4086537523452158	-0.20018799249530955	0.8800212007504691	0.8624032833020638	-0.01761791744840524	0.2711794559099437	0.4537495309568481	0.18257007504690442	-1.344353304974916	-3.1543501468921327	-1.8099968419172168	0.6586530454405215	0.5182662390446745	-0.140386806395847	2.003006350415437	3.672616385936808	1.6696100355213708	1.3100230349296815	1.1608751164178115	-0.14914791851187004	0.9811721959178836	0.9811395326957039	-3.266322217976292e-5	0.12729892808476279	0.12823059526217612	0.0009316671774133312	0.7948786196221425	0.7833538880695642	-0.011524731552578271	19.378449999999997	18.790200000000002	-0.588249999999995
