seed	pair_agent_holdout_rank	pair_broker_holdout_rank	pair_rank_gap	pair_agent_holdout_r2	pair_broker_holdout_r2	pair_r2_gap	pair_output_gap	pair_outsourcing_rate	pair_access_fraction	pair_betweenness	pair_mean_degree	size_matched_agent_holdout_rank	size_matched_broker_holdout_rank	size_matched_rank_gap	size_matched_agent_holdout_r2	size_matched_broker_holdout_r2	size_matched_r2_gap	size_matched_output_gap	size_matched_outsourcing_rate	size_matched_access_fraction	size_matched_betweenness	size_matched_mean_degree	single_principal_agent_holdout_rank	single_principal_broker_holdout_rank	single_principal_rank_gap	single_principal_agent_holdout_r2	single_principal_broker_holdout_r2	single_principal_r2_gap	single_principal_output_gap	single_principal_outsourcing_rate	single_principal_access_fraction	single_principal_betweenness	single_principal_mean_degree	additive_agent_holdout_rank	additive_broker_holdout_rank	additive_rank_gap	additive_agent_holdout_r2	additive_broker_holdout_r2	additive_r2_gap	additive_output_gap	additive_outsourcing_rate	additive_access_fraction	additive_betweenness	additive_mean_degree	size_matched_minus_pair_agent_holdout_rank	size_matched_minus_pair_broker_holdout_rank	size_matched_minus_pair_rank_gap	size_matched_minus_pair_agent_holdout_r2	size_matched_minus_pair_broker_holdout_r2	size_matched_minus_pair_r2_gap	size_matched_minus_pair_output_gap	size_matched_minus_pair_outsourcing_rate	size_matched_minus_pair_access_fraction	size_matched_minus_pair_betweenness	size_matched_minus_pair_mean_degree	single_principal_minus_pair_agent_holdout_rank	single_principal_minus_pair_broker_holdout_rank	single_principal_minus_pair_rank_gap	single_principal_minus_pair_agent_holdout_r2	single_principal_minus_pair_broker_holdout_r2	single_principal_minus_pair_r2_gap	single_principal_minus_pair_output_gap	single_principal_minus_pair_outsourcing_rate	single_principal_minus_pair_access_fraction	single_principal_minus_pair_betweenness	single_principal_minus_pair_mean_degree	additive_minus_pair_agent_holdout_rank	additive_minus_pair_broker_holdout_rank	additive_minus_pair_rank_gap	additive_minus_pair_agent_holdout_r2	additive_minus_pair_broker_holdout_r2	additive_minus_pair_r2_gap	additive_minus_pair_output_gap	additive_minus_pair_outsourcing_rate	additive_minus_pair_access_fraction	additive_minus_pair_betweenness	additive_minus_pair_mean_degree
11	0.43290787992495305	0.8485360225140711	0.4156281425891182	-3.1286159970055825	0.5434496776262359	3.672065674631818	1.9103280885720717	0.9656083743630864	0.11167464716339637	0.7356423867933112	17.770699999999998	0.7339383677298312	0.7651680112570356	0.031229643527204448	-0.4981068943304444	0.12773993948620754	0.6258468338166521	1.4601517621790827	0.7457520335321727	0.29782202830652604	0.4296699610534323	38.733999999999995	0.6912577861163226	0.3239808630393996	-0.36727692307692295	-0.48960001212383697	-1.113240637381971	-0.6236406252581339	0.9670712718881456	0.5182964315846259	0.22957285986470458	0.13031981956831123	22.732750000000003	0.6454135084427767	0.33333395872420263	-0.3120795497185741	-0.5750787677197534	-19.881804254021763	-19.30672548630201	0.871129285757305	0.5541055046227698	0.09013189040177812	0.17364095576557875	16.853749999999998	0.3010304878048782	-0.08336801125703552	-0.3843984990619137	2.630509102675138	-0.4157097381400283	-3.0462188408151656	-0.450176326392989	-0.21985634083091377	0.18614738114312968	-0.3059724257398789	20.963299999999997	0.25834990619136955	-0.5245551594746716	-0.7829050656660411	2.6390159848817456	-1.6566903150082068	-4.295706299889952	-0.9432568166839261	-0.44731194277846054	0.11789821270130821	-0.605322567225	4.962050000000005	0.21250562851782362	-0.5152020637898684	-0.7277076923076923	2.553537229285829	-20.425253931647998	-22.978791160933827	-1.0391988028147667	-0.4115028697403167	-0.02154275676161825	-0.5620014310277324	-0.9169499999999999
12	0.48297579737335833	0.8229278611632269	0.33995206378986864	-2.7789025911010343	0.5977327778563237	3.3766353689573583	1.6786059924386323	0.9378015162078601	0.10785207135248875	0.7712814311818221	17.285949999999996	0.6940662288930582	0.7395788930581613	0.045512664165103106	-0.7857378394014725	0.1316364420156865	0.9173742814171589	1.2949326944138075	0.7660636971213696	0.3364600102126255	0.45475195115182504	39.35	0.6096533771106941	0.5144971857410882	-0.09515619136960597	-1.014590148794326	-0.6056985969456151	0.408891551848711	0.802029312837389	0.5882768868045619	0.22323464104369375	0.09404280709994163	28.82145	0.6000572232645404	0.5023497185741088	-0.0977075046904315	-0.8088373286644144	-23.861305978932553	-23.052468650268132	0.6353194735572952	0.5983276228710975	0.0948475440209826	0.17890079791697072	17.774800000000003	0.21109043151969992	-0.08334896810506565	-0.2944393996247655	1.9931647516995619	-0.46609633584063725	-2.4592610875401992	-0.38367329802482475	-0.17173781908649055	0.22860793886013675	-0.3165294800299971	22.064050000000005	0.1266775797373358	-0.30843067542213876	-0.4351082551594746	1.7643124423067083	-1.203431374801939	-2.9677438171086474	-0.8765766796012433	-0.3495246294032982	0.115382569691205	-0.6772386240818805	11.535500000000003	0.11708142589118203	-0.3205781425891181	-0.43765956848030013	1.97006526243662	-24.459038756788875	-26.42910401922549	-1.0432865188813372	-0.3394738933367626	-0.013004527331506158	-0.5923806332648514	0.48885000000000645
13	0.4913686679174485	0.8030853658536584	0.31171669793621	-2.8109008980197308	0.5158940049069538	3.3267949029266846	1.7250103038469802	0.9369711854265843	0.11269636937394045	0.7388063429319692	17.86025	0.7203865853658536	0.7354713883677299	0.015084803001876196	-0.5312081441889809	0.12684734721536778	0.6580554914043486	1.592935938010681	0.7194325711013226	0.3464389800277124	0.47908129428569335	36.0061	0.6321308630393996	0.36189896810506567	-0.27023189493433397	-0.6132001748246957	-0.9084312875413103	-0.29523111271661484	1.0724014367542372	0.49935514899144984	0.15958360745965144	0.10408362527702372	24.3731	0.6187020637898686	0.4769523452157599	-0.14174971857410879	-0.5916130110012571	-12.402767900131495	-11.811154889130238	0.8711204772821575	0.6073429452690561	0.08148558361353575	0.15155618166148982	17.806	0.22901791744840516	-0.06761397748592857	-0.2966318949343338	2.2796927538307497	-0.38904665769158603	-2.6687394115223357	-0.13207436583629928	-0.21753861432526167	0.23374261065377194	-0.2597250486462759	18.145850000000003	0.1407621951219511	-0.44118639774859275	-0.5819485928705439	2.197700723195035	-1.4243252924482641	-3.6220260156432995	-0.652608867092743	-0.43761603643513447	0.04688723808571099	-0.6347227176549455	6.51285	0.1273333958724201	-0.3261330206378985	-0.45346641651031877	2.219287887018474	-12.91866190503845	-15.137949792056922	-0.8538898265648227	-0.32962824015752823	-0.031210785760404702	-0.5872501612704795	-0.05424999999999969
14	0.4621163227016886	0.8636843339587242	0.40156801125703556	-2.4070036664211836	0.5604654924130789	2.9674691588342625	1.539658225285475	0.9577156701791235	0.12806319219397835	0.773497960711335	18.39525	0.7520210131332081	0.7766922138836773	0.024671200750469007	-0.24412010705962772	0.1176958608037035	0.36181596786333114	1.0783380709128239	0.7874085724902473	0.3804621903431865	0.44066807611348785	42.0498	0.7211609756097561	0.5834004690431519	-0.13776050656660407	-0.25851518335835955	-0.44773978134671066	-0.18922459798835126	0.477714920674729	0.49855349020653883	0.2535080122618966	0.07626613440822538	29.185699999999997	0.697166416510319	0.5576629455909943	-0.13950347091932452	-0.2302959924702793	-4.972786107323046	-4.742490114852766	0.41060783990692845	0.5702168425459454	0.12244025551278785	0.1275897444772886	18.104	0.2899046904315195	-0.08699212007504697	-0.37689681050656654	2.162883559361556	-0.4427696316093753	-2.6056531909709313	-0.46132015437265106	-0.1703070976888762	0.2523989981492082	-0.3328298845978472	23.654549999999997	0.2590446529080675	-0.28028386491557233	-0.5393285178236397	2.148488483062824	-1.0082052737597895	-3.1566937568226137	-1.0619433046107458	-0.4591621799725847	0.12544482006791827	-0.6972318263031096	10.790449999999996	0.23505009380863034	-0.30602138836772996	-0.54107148217636	2.1767076739509044	-5.533251599736125	-7.709959273687028	-1.1290503853785465	-0.3874988276331781	-0.005622936681190502	-0.6459082162340464	-0.29125000000000156
15	0.44683142589118197	0.8518583489681049	0.4050269230769231	-2.614384692429681	0.5600085846360237	3.1743932770657044	1.3457263289985002	0.9668058087364215	0.12578146576950264	0.7843172998502097	18.2018	0.717270262664165	0.7658770168855535	0.048606754221388354	-0.38745818989727504	0.20478434981626123	0.5922425397135364	0.9596131577864545	0.7015274647572611	0.36580021689218145	0.3791598846813476	38.6459	0.7184284240150094	0.5517947467166979	-0.16663367729831158	-0.12196641286883507	-0.6442485964104658	-0.5222821835416307	0.43628612614979223	0.5739492912845633	0.25560959638392455	0.07240140405539378	29.976999999999993	0.6419881801125704	0.5360354596622889	-0.1059527204502814	-0.5002929350417044	-6.01384682105729	-5.513553886015585	0.16182691446731987	0.6427612790311346	0.06077963593273063	0.12395858591662512	17.8797	0.2704388367729831	-0.08598133208255132	-0.35642016885553474	2.226926502532406	-0.3552242348197624	-2.582150737352168	-0.3861131712120457	-0.2652783439791604	0.24001875112267881	-0.4051574151688621	20.4441	0.2715969981238274	-0.30006360225140694	-0.5716606003752347	2.492418279560846	-1.2042571810464895	-3.6966754606073353	-0.909440202848708	-0.39285651745185823	0.12982813061442192	-0.711915895794816	11.775199999999995	0.19515675422138845	-0.3158228893058159	-0.5109796435272045	2.1140917573879765	-6.573855405693314	-8.68794716308129	-1.1838994145311803	-0.32404452970528697	-0.06500182983677201	-0.6603587139335846	-0.32209999999999894
16	0.49668949343339586	0.8456137898686679	0.34892429643527206	-3.0581898645274337	0.5401072088520587	3.5982970733794923	1.4133062808246755	0.9435916619289438	0.12275076280586641	0.7277671855856436	18.995800000000003	0.7152339587242026	0.7170902439024388	0.0018562851782362665	-0.7907146515057056	-0.0780703463948835	0.7126443051108222	1.057972362104649	0.7903537875503882	0.34975617846336643	0.43512196467770325	39.97415000000001	0.6697692307692307	0.564606191369606	-0.10516303939962471	-0.9769182982142748	-1.6517510401128679	-0.6748327418985929	0.7375335601164247	0.662440883967564	0.18483242196141308	0.1045369497716008	24.6209	0.5976446529080676	0.5159081613508443	-0.08173649155722322	-1.3061839207827313	-11.554319838789329	-10.248135918006597	0.8066208108062112	0.714692125329327	0.07709933255789377	0.16439784042173894	15.9603	0.21854446529080673	-0.12852354596622906	-0.3470680112570358	2.267475213021728	-0.6181775552469422	-2.8856527682686703	-0.3553339187200264	-0.15323787437855563	0.22700541565750001	-0.2926452209079403	20.978350000000006	0.17307973733583482	-0.2810075984990619	-0.4540873358348968	2.081271566313159	-2.1918582489649268	-4.273129815278085	-0.6757727207082508	-0.2811507779613799	0.06208165915554667	-0.6232302358140428	5.625099999999996	0.10095515947467171	-0.3297056285178236	-0.4306607879924953	1.7520059437447024	-12.094427047641387	-13.846432991386088	-0.6066854700184643	-0.22889953659961682	-0.04565143024797265	-0.5633693451639046	-3.0355000000000025
17	0.47370469043151964	0.829914071294559	0.3562093808630394	-3.2722552183642435	0.5780394079127632	3.850294626277006	1.345917741083929	0.9247212499213753	0.11293146177845251	0.7620164767613139	17.84775	0.691059287054409	0.716534521575985	0.025475234521575973	-0.8013631190677591	-0.16034471632342245	0.6410184027443366	1.124677709554096	0.7240822914991776	0.3415331466621163	0.4222126346414564	37.989200000000004	0.630939305816135	0.49824399624765475	-0.13269530956848033	-0.7722213776995926	-0.7810680564181227	-0.00884667871853007	0.8196195375106026	0.5488369555424228	0.20055177350932968	0.09154908342467283	26.99355	0.58685712945591	0.47768330206378984	-0.10917382739212007	-1.0589102120598004	-14.755564714461078	-13.696654502401278	0.7176395532865593	0.630303449632276	0.11313160615063567	0.19325998681608164	15.748349999999999	0.21735459662288936	-0.113379549718574	-0.3307341463414634	2.4708920992964845	-0.7383841242361857	-3.2092762235326697	-0.22124003152983285	-0.2006389584221977	0.2286016848836638	-0.3398038421198575	20.141450000000003	0.15723461538461536	-0.3316700750469042	-0.48890469043151974	2.500033840664651	-1.359107464330886	-3.859141304995536	-0.5262982035733264	-0.37588429437895243	0.08762031173087717	-0.6704673933366411	9.145799999999998	0.11315243902439032	-0.3522307692307691	-0.46538320825515944	2.213345006304443	-15.333604122373842	-17.546949128678285	-0.6282781877973697	-0.29441780028909925	0.00020014437218315861	-0.5687564899452322	-2.099400000000003
18	0.4303616322701688	0.882704596622889	0.4523429643527204	-3.047608312428849	0.7147963970983544	3.762404709527204	1.8938916792430163	0.9601176497934318	0.10791923583320022	0.7672078771650985	16.738149999999997	0.7399625703564727	0.8055183864915572	0.06555581613508446	-0.3621364866099499	0.4645127035675608	0.8266491901775106	1.556755895762988	0.7943762889651461	0.34360979622845206	0.488166929316091	39.05505	0.7541561913696059	0.5140939962476548	-0.24006219512195118	-0.09994832035955051	-0.2583179830456258	-0.15836966268607527	0.160264242663377	0.3873444174108603	0.30728209695886444	0.08760477173667887	24.5258	0.7187426829268293	0.39542992495309565	-0.3233127579737336	-0.2204174015731722	-32.446553827444085	-32.226136425870905	0.6211114324622458	0.44606231353095416	0.08224019098158411	0.19154185112751537	17.888550000000002	0.3096009380863039	-0.07718621013133187	-0.38678714821763593	2.685471825818899	-0.2502836935307936	-2.9357555193496934	-0.3371357834800284	-0.16574136082828572	0.23569056039525182	-0.2790409478490075	22.316900000000004	0.32379455909943705	-0.3686106003752342	-0.6924051594746716	2.9476599920692985	-0.9731143801439802	-3.9207743722132795	-1.7336274365796394	-0.5727732323825716	0.1993628611256642	-0.6796031054284196	7.787650000000003	0.2883810506566605	-0.4872746716697934	-0.775655722326454	2.8271909108556765	-33.16135022454244	-35.98854113539811	-1.2727802467807705	-0.5140553362624777	-0.02567904485161611	-0.5756660260375832	1.1504000000000048
19	0.44091003752345215	0.8211517823639773	0.38024174484052536	-2.646246612846066	0.5839296699368601	3.2301762827829257	1.3720120694190816	0.9457664925254214	0.10998330863564403	0.7425521326272596	18.004599999999996	0.6993023452157597	0.7432653846153845	0.043963039399624766	-0.5979713509844771	0.19655204916093022	0.7945234001454072	1.1303516868063652	0.723217496978203	0.34885288400481246	0.4010743652466817	37.2867	0.6799256097560976	0.5304262664165103	-0.14949934333958717	-0.3734227595424605	-0.7470618265254445	-0.373639066982984	1.0949139874643419	0.6227011601332061	0.1789378522779914	0.09427029622700835	24.58845	0.6164586303939962	0.5331725140712946	-0.08328611632270169	-0.6383527443007979	-23.534992849093125	-22.896640104792326	1.04076328221561	0.6753840289491875	0.07104492934645214	0.18418135929451923	16.594249999999995	0.2583923076923076	-0.07788639774859285	-0.3362787054409006	2.0482752618615887	-0.3873776207759299	-2.4356528826375183	-0.24166038261271638	-0.2225489955472184	0.23886957536916842	-0.3414777673805779	19.282100000000007	0.23901557223264547	-0.2907255159474671	-0.5297410881801126	2.2728238533036054	-1.3309914964623046	-3.6038153497659096	-0.27709808195473973	-0.32306533239221535	0.06895454364234736	-0.6482818364002513	6.583850000000005	0.17554859287054403	-0.2879792682926827	-0.4635278611632271	2.007893868545268	-24.118922519029987	-26.12681638757525	-0.3312487872034715	-0.27038246357623397	-0.03893837928919189	-0.5583707733327403	-1.410350000000001
20	0.4086537523452158	0.8624032833020638	0.4537495309568481	-3.1543501468921327	0.5182662390446745	3.672616385936808	1.1608751164178115	0.9811395326957039	0.12823059526217612	0.7833538880695642	18.790200000000002	0.7242722326454033	0.7777341463414634	0.053461913696060015	-0.5629829775001329	0.1245886992227391	0.6875716767228721	0.6485638501254285	0.764066307128775	0.41337678535275424	0.4338799200001081	40.551750000000006	0.7088726078799249	0.4099893996247655	-0.2988832082551593	-0.20013281190311574	-0.6892304186897418	-0.48909760678662595	0.4628517719918094	0.46512298461883794	0.28526153983659014	0.11033631906074044	28.8945	0.6325119136960601	0.4368456848030019	-0.1956662288930582	-0.7152561650759666	-2.887002370281888	-2.1717462052059213	0.4432650109258727	0.6464783565894349	0.08758613277407179	0.137748074700685	17.6242	0.3156184803001875	-0.08466913696060041	-0.4002876172607881	2.591367169392	-0.39367753982193543	-2.985044709213936	-0.512311266292383	-0.21707322556692887	0.2851461900905781	-0.3494739680694561	21.761550000000003	0.3002188555347091	-0.45241388367729835	-0.7526327392120074	2.954217334989017	-1.2074966577344162	-4.161713992723434	-0.6980233444260021	-0.5160165480768659	0.15703094457441402	-0.6730175690088237	10.104299999999999	0.2238581613508443	-0.42555759849906194	-0.6494157598499063	2.439093981816166	-3.4052686093265625	-5.84436259114273	-0.7176101054919388	-0.334661176106269	-0.04064446248810433	-0.6456058133688791	-1.166000000000004
21	0.533405534709193	0.8587206378986867	0.3253151031894935	-1.773005007885276	0.6167263883033464	2.3897313961886226	2.0023957458675783	0.9199254496945771	0.10994904026349836	0.7645378187760742	18.54325	0.7406958724202628	0.8359698874296434	0.09527401500938076	-0.35480862703295796	0.4057037763675432	0.7605124034005012	1.8254977958100966	0.8048003272845415	0.3548977298765284	0.4827719061481198	39.655499999999996	0.7405469043151972	0.5583421200750469	-0.18220478424015024	-0.15937667307531994	-0.5146763310761406	-0.35529965800082064	1.0139180810208557	0.49756385412950344	0.366920383067873	0.1028912696271885	32.87349999999999	0.6717781425891182	0.4702270168855535	-0.2015511257035647	-0.450595011895132	-20.740833755845117	-20.290238743949985	0.8107342939271348	0.5359078698963234	0.11726446422616346	0.16868106093363708	16.830149999999996	0.20729033771106975	-0.02275075046904329	-0.23004108818011276	1.418196380852318	-0.21102261193580318	-1.6292189927881213	-0.17689795005748166	-0.11512512241003559	0.24494868961303004	-0.28176591262795436	21.112249999999996	0.20714136960600416	-0.3003785178236398	-0.5075198874296438	1.613628334809956	-1.131402719379487	-2.745031054189443	-0.9884776648467226	-0.4223615955650737	0.2569713428043746	-0.6616465491488857	14.330249999999992	0.1383726078799251	-0.3884936210131332	-0.5268662288930582	1.3224099959901439	-21.35756014414846	-22.679970140138607	-1.1916614519404436	-0.3840175797982537	0.007315423962665102	-0.5958567578424371	-1.7131000000000043
22	0.4545242026266417	0.840850938086304	0.3863267354596623	-2.914982858389211	0.47237052886558095	3.3873533872547923	1.7570536250279218	0.960617954395478	0.10493005815191996	0.7723203132861306	18.794050000000002	0.7267613508442777	0.7649178236397749	0.03815647279549714	-0.5381318617481631	0.06399678848112471	0.6021286502292877	1.2588406160981835	0.7726808230130827	0.3433355982257132	0.5068473245974273	38.20205	0.7320391181988742	0.03856838649155723	-0.693470731707317	-0.1662012322033602	-2.0150754960384702	-1.8488742638351099	0.18676007893389274	0.28346568175532305	0.22746136723402327	0.1473581174478234	21.753300000000003	0.7104884615384616	0.44035534709193247	-0.2701331144465291	-0.4681202493144482	-9.547193114948229	-9.079072865633782	0.13382876594353332	0.5118702990068911	0.1164861984393865	0.12999096210005584	19.176	0.272237148217636	-0.07593311444652906	-0.3481702626641652	2.376850996641048	-0.40837374038445623	-2.7852247370255045	-0.4982130089297383	-0.18793713138239532	0.23840554007379322	-0.2654729886887033	19.407999999999998	0.2775149155722325	-0.8022825515947467	-1.0797974671669792	2.748781626185851	-2.487446024904051	-5.236227651089902	-1.570293546094029	-0.677152272640155	0.12253130908210332	-0.6249621958383071	2.959250000000001	0.25596425891181984	-0.4004955909943715	-0.6564598499061913	2.446862609074763	-10.01956364381381	-12.466426252888574	-1.6232248590843885	-0.44874765538858696	0.011556140287466543	-0.6423293511860748	0.38194999999999624
23	0.46446228893058156	0.8529038461538461	0.38844155722326446	-2.7192095017668656	0.6223815080268995	3.3415910097937647	1.3545391364915111	0.9506136067724347	0.11516477880966176	0.7868099349890667	18.296150000000004	0.7088232645403376	0.7169491557223263	0.008125891181988665	-0.5548009663082292	0.0003447136171913501	0.5551456799254206	0.9821381057462351	0.7755872158539152	0.3719748769131948	0.45757023092075355	39.193	0.6860192307692307	0.5244047842401501	-0.16161444652908058	-0.4497597215516366	-0.769358355864689	-0.31959863431305247	0.25444064318005816	0.5553939641956573	0.3117047680312762	0.10999929751718125	28.908350000000002	0.6401652908067542	0.5192120075046904	-0.12095328330206372	-0.5021452397836443	-4.74485037225636	-4.242705132472716	0.19127750549284728	0.6526547048840022	0.13734361881414692	0.16102277609709395	17.148449999999997	0.24436097560975606	-0.13595469043151975	-0.3803156660412758	2.1644085354586364	-0.6220367944097082	-2.786445329868344	-0.3724010307452761	-0.17502639091851946	0.25681009810353306	-0.32923970406831315	20.896849999999993	0.2215569418386491	-0.32849906191369593	-0.550056003752345	2.269449780215229	-1.3917398638915885	-3.661189644106817	-1.100098493311453	-0.39521964257677733	0.19653998922161448	-0.6768106374718854	10.612199999999998	0.17570300187617266	-0.33369183864915564	-0.5093948405253281	2.2170642619832215	-5.36723188028326	-7.584296142266481	-1.1632616309986639	-0.29795890188843244	0.022178840004485154	-0.6257871588919728	-1.1477000000000075
24	0.4882227954971857	0.8205511257035647	0.3323283302063789	-2.3834164728267333	0.5353098315827214	2.9187263044094545	1.7773137668830128	0.922379889158514	0.12712775837558143	0.6703061877234029	18.251199999999997	0.715357879924953	0.7234941838649157	0.008136303939962581	-0.48537361119525524	0.06727996544548577	0.552653576640741	1.4395829161048237	0.7725133363757299	0.36206874325109784	0.4288162671610486	38.77295	0.6958101313320826	0.004369699812382744	-0.6914404315196998	-0.4691974410650694	-2.62226119300997	-2.153063751944901	0.7772312980595537	0.3357760011119669	0.20137987518977013	0.15980692936107435	21.283700000000003	0.6764584427767354	-0.03634061913696061	-0.7127990619136961	-0.41106473763764395	-82.84622674996957	-82.43516201233192	0.7478268470820904	0.3426741525058679	0.0651152115681222	0.2189992247892943	18.74995	0.2271350844277673	-0.09705694183864899	-0.32419202626641636	1.898042861631478	-0.46802986613723563	-2.3660727277687137	-0.3377308507781891	-0.14986655278278405	0.2349409848755164	-0.2414899205623543	20.521750000000004	0.20758733583489686	-0.8161814258911819	-1.0237687617260787	1.9142190317616639	-3.1575710245926913	-5.071790056354356	-1.000082468823459	-0.5866038880465471	0.0742521168141887	-0.5104992583623286	3.032500000000006	0.18823564727954967	-0.8568917448405253	-1.045127392120075	1.9723517351890894	-83.3815365815523	-85.35388831674138	-1.0294869198009224	-0.5797057366526461	-0.06201254680745924	-0.4513069629341086	0.49875000000000114
25	0.44397861163227015	0.875413320825516	0.4314347091932458	-3.872020167022773	0.28528376300817954	4.157303930030952	1.0784955764777646	0.9678425299159249	0.1171335645129024	0.73494188493461	18.327	0.7534098499061914	0.7277106941838649	-0.025699155722326467	-0.6053525469517559	-0.1543481727237433	0.4510043742280126	0.8487912197537616	0.6805731708272904	0.41520258431320445	0.3551051365190051	42.71695	0.6255334896810506	0.5401982176360225	-0.08533527204502814	-1.1227588769250638	-1.6854454239194443	-0.5626865469943807	0.7885938820000732	0.690709323889448	0.13872060993473556	0.08621069289319622	25.472500000000004	0.5771330206378986	0.5532268292682927	-0.0239061913696061	-1.4245651186553505	-13.624035113858003	-12.199469995202652	0.8418264295684649	0.7257824200843696	0.05575765192948873	0.1345598438378289	16.724	0.30943123827392127	-0.14770262664165112	-0.45713386491557223	3.266667620071017	-0.43963193573192283	-3.7062995558029397	-0.22970435672400302	-0.2872693590886345	0.29806901980030204	-0.3798367484156049	24.389949999999995	0.18155487804878045	-0.33521510318949355	-0.5167699812382739	2.749261290097709	-1.9707291869276238	-4.719990477025333	-0.28990169447769143	-0.27713320602647695	0.021587045421833165	-0.6487311920414138	7.145500000000002	0.13315440900562847	-0.32218649155722334	-0.45534090056285187	2.4474550483674227	-13.909318876866182	-16.356773925233604	-0.23666914690929974	-0.24206010983155535	-0.06137591258341367	-0.6003820410967811	-1.6030000000000015
26	0.48967045028142586	0.8586860225140713	0.3690155722326454	-2.569364295208318	0.5926301123132832	3.1619944075216013	1.1008921877275655	0.9612590364844449	0.117178200484752	0.6790829334436899	18.710050000000003	0.720862851782364	0.7337462476547842	0.012883395872420312	-0.44539760628109193	0.23512583294486947	0.6805234392259614	0.7984309265596103	0.6850626188702892	0.38886359472982246	0.35022373253358074	37.79375	0.697779737335835	0.4850565666041275	-0.21272317073170738	-0.3095465683535162	-1.1183761321394747	-0.8088295637859586	0.6603913914553665	0.6056954504082943	0.2273725780500797	0.11501949647968175	20.569599999999994	0.5939724202626642	0.5589392120075047	-0.03503320825515953	-1.0012577721621787	-6.2462717009904	-5.245013928828221	0.7688919686753897	0.7209743800497892	0.0692604072504858	0.12494444267398985	15.967550000000003	0.23119240150093812	-0.12493977485928709	-0.3561321763602251	2.123966688927226	-0.3575042793684138	-2.48147096829564	-0.30246126116795513	-0.2761964176141557	0.27168539424507043	-0.3288592009101091	19.0837	0.20810928705440912	-0.37362945590994384	-0.5817387429643528	2.2598177268548016	-1.7110062444527578	-3.97082397130756	-0.44050079627219896	-0.3555635860761506	0.11019437756532771	-0.5640634369640081	1.8595499999999916	0.10430196998123831	-0.2997468105065666	-0.40404878048780496	1.5681065230461393	-6.838901813303683	-8.407008336349822	-0.3320002190521758	-0.24028465643465569	-0.047917793234266204	-0.5541384907697	-2.7424999999999997
27	0.37412514071294567	0.8578210131332084	0.4836958724202627	-3.387475503036785	0.6583887378059856	4.0458642408427705	1.2916553875045984	0.9767836159883705	0.11127057047569225	0.7771223630160983	17.880249999999997	0.7186571294559098	0.7462178236397747	0.027560694183865038	-0.4847533047208379	0.228523987771201	0.713277292492039	0.8535407055776971	0.7998237791835572	0.3607010710227821	0.42684835108243835	43.3	0.7305244840525328	0.5068558161350845	-0.22366866791744838	-0.1897219649996245	-0.40550211012824783	-0.21578014512862334	0.25426255402966574	0.46989456905032023	0.2971182635106558	0.08779216384975809	25.96925	0.6487150093808631	0.5344529080675422	-0.11426210131332086	-0.4470803333250631	-5.448188553743348	-5.001108220418284	0.40376044848583365	0.573929853415171	0.10756885336948348	0.14509909122018969	17.453799999999998	0.3445319887429641	-0.11160318949343362	-0.45613517823639765	2.902722198315947	-0.42986475003478464	-3.3325869483507313	-0.4381146819269013	-0.1769598368048133	0.24943050054708985	-0.3502740119336599	25.41975	0.3563993433395871	-0.3509651969981239	-0.7073645403377111	3.1977535380371602	-1.0638908479342335	-4.261644385971394	-1.0373928334749327	-0.5068890469380503	0.18584769303496354	-0.6893301991663402	8.089000000000002	0.27458986866791746	-0.32336810506566616	-0.5979579737335835	2.9403951697117217	-6.106577291549334	-9.046972461261054	-0.8878949390187647	-0.4028537625731995	-0.003701717106208771	-0.6320232717959086	-0.4264499999999991
28	0.5066526266416511	0.8327560037523453	0.32610337711069415	-2.0120849547654696	0.46049100442268454	2.472575959188154	1.6399582923371199	0.9035918350958239	0.10095441617718437	0.7283269617666019	18.26835	0.7205669793621012	0.7661209193245779	0.045553939962476545	-0.4525103220938398	0.15429699624758175	0.6068073183414214	1.4829161580500947	0.7593309426744	0.4011126060289139	0.39704308070966204	41.70675000000001	0.6955825515947468	0.6173601313320825	-0.0782224202626642	-0.9462773621161981	-1.0241358887989855	-0.07785852668278746	1.1887992874374913	0.7021903981462739	0.22363070031677648	0.09312144630761619	30.423899999999996	0.6011227954971858	0.6103776735459663	0.009254878048780451	-1.2388980605151718	-9.026894878004665	-7.7879968174894945	1.0355676758756502	0.7486358696600363	0.08814989614113809	0.1603777714301961	16.790200000000002	0.21391435272045012	-0.06663508442776733	-0.2805494371482176	1.5595746326716298	-0.3061940081751028	-1.8657686408467327	-0.15704213428702518	-0.14426089242142381	0.30015818985172954	-0.3312838810569399	23.438400000000005	0.18892992495309568	-0.2153958724202628	-0.40432579737335833	1.0658075926492714	-1.48462689322167	-2.550434485870942	-0.45115900489962857	-0.20140143694954993	0.12267628413959211	-0.6352055154589857	12.155549999999995	0.09447016885553472	-0.22237833020637898	-0.3168484990619137	0.7731868942502977	-9.487385882427349	-10.260572776677648	-0.6043906164614696	-0.1549559654357876	-0.012804520036046277	-0.5679491903364058	-1.4781499999999994
