result_reldir	rho	eta	delta	N	nn_agent_holdout_rank	ridge_agent_holdout_rank	nn_broker_holdout_rank	ridge_broker_holdout_rank	nn_rank_gap	ridge_rank_gap	nn_agent_holdout_r2	ridge_agent_holdout_r2	nn_broker_holdout_r2	ridge_broker_holdout_r2	nn_r2_gap	ridge_r2_gap	nn_output_gap	ridge_output_gap	nn_outsourcing_rate	ridge_outsourcing_rate	nn_access_fraction	ridge_access_fraction	nn_betweenness	ridge_betweenness	nn_mean_degree	ridge_mean_degree	delta_agent_holdout_rank	delta_broker_holdout_rank	delta_rank_gap	delta_agent_holdout_r2	delta_broker_holdout_r2	delta_r2_gap	delta_output_gap	delta_outsourcing_rate	delta_access_fraction	delta_betweenness	delta_mean_degree	delta_se_agent_holdout_rank	delta_se_broker_holdout_rank	delta_se_rank_gap	delta_se_agent_holdout_r2	delta_se_broker_holdout_r2	delta_se_r2_gap	delta_se_output_gap	delta_se_outsourcing_rate	delta_se_access_fraction	delta_se_betweenness	delta_se_mean_degree	delta_ci_lower_agent_holdout_rank	delta_ci_lower_broker_holdout_rank	delta_ci_lower_rank_gap	delta_ci_lower_agent_holdout_r2	delta_ci_lower_broker_holdout_r2	delta_ci_lower_r2_gap	delta_ci_lower_output_gap	delta_ci_lower_outsourcing_rate	delta_ci_lower_access_fraction	delta_ci_lower_betweenness	delta_ci_lower_mean_degree	delta_ci_upper_agent_holdout_rank	delta_ci_upper_broker_holdout_rank	delta_ci_upper_rank_gap	delta_ci_upper_agent_holdout_r2	delta_ci_upper_broker_holdout_r2	delta_ci_upper_r2_gap	delta_ci_upper_output_gap	delta_ci_upper_outsourcing_rate	delta_ci_upper_access_fraction	delta_ci_upper_betweenness	delta_ci_upper_mean_degree	delta_n_agent_holdout_rank	delta_n_broker_holdout_rank	delta_n_rank_gap	delta_n_agent_holdout_r2	delta_n_broker_holdout_r2	delta_n_r2_gap	delta_n_output_gap	delta_n_outsourcing_rate	delta_n_access_fraction	delta_n_betweenness	delta_n_mean_degree
oat/k=12	0.5	0.02	0.5	1000	0.5170077861163227	0.4871891228893058	0.8886467401500937	0.8201948123827393	0.3716389540337711	0.33300568949343345	-2.9889148881292855	-2.4055672327966957	0.43398578413798905	0.42673911517435925	3.422900672267274	2.8323063479710555	0.6298812663386978	0.520202507509202	0.9649422915577223	0.9298662247656451	0.11891208324804914	0.11526186168273322	0.763461949887668	0.7426689339128655	21.4936725	21.08082	-0.029818663227016883	-0.06845192776735455	-0.03863326454033765	0.5833476553325893	-0.0072466689636297155	-0.5905943242962188	-0.10967875882949571	-0.03507606679207747	-0.003650221565315896	-0.020793015974802494	-0.4128525000000005	0.008361997711282142	0.009225833586517419	0.013270898094532843	0.1370759211166552	0.20283446577358769	0.2304328923982293	0.016495432345673158	0.00822029842172321	0.004498333005782551	0.01164790628702712	0.38051224375962833	-0.04732052557963764	-0.08776181938590359	-0.06640957347579629	0.29644445515525397	-0.4317840848908078	-1.0728959110125946	-0.1442040955168545	-0.05228134912315881	-0.01306534075115761	-0.04517236401704404	-1.2092737791857808	-0.012316800874396128	-0.04914203614880551	-0.01085695560487901	0.8702508555099245	0.4172907469635483	-0.10829273757984315	-0.07515342214213691	-0.017870784460996127	0.005764897620525817	0.0035863320674390485	0.3835687791857798	20	20	20	20	20	20	20	20	20	20	20
oat/k=4	0.5	0.02	0.5	1000	0.5086477673545967	0.4605334333958725	0.8988785834896811	0.8218354924953095	0.3902308161350844	0.36130205909943713	-3.085414740326896	-2.714879122148496	0.6781192022722543	0.4411673001865625	3.7635339425991496	3.1560464223350584	0.6547057322789387	0.547314862417181	0.9725951116760774	0.9539969408693064	0.11307452651062726	0.11244920310695132	0.8278911297853687	0.8107492516364936	17.277545000000003	17.375017500000002	-0.0481143339587242	-0.07704309099437148	-0.028928757035647325	0.3705356181783994	-0.23695190208569183	-0.6074875202640914	-0.10739086986175791	-0.018598170806770946	-0.0006253234036759384	-0.01714187814887541	0.09747249999999949	0.009324409553877002	0.008074532011501802	0.01581057212866991	0.1388729202890085	0.07879581389081526	0.18633118761373438	0.011770345052040172	0.006244787919118088	0.003965645134420745	0.009869816349456951	0.45654111460200314	-0.06763054744814342	-0.09394328072253466	-0.06202066481491104	0.07987125550757684	-0.40187343594584857	-0.9974831780261051	-0.13202648518436383	-0.03166866213616352	-0.008925514061265832	-0.03779964118088122	-0.8580790346883739	-0.028598120469304978	-0.0601429012662083	0.004163150743616388	0.6611999808492219	-0.07203036822553507	-0.21749186250207764	-0.082755254539152	-0.0055276794773783736	0.007674867253913954	0.003515884883130399	1.0530240346883728	20	20	20	20	20	20	20	20	20	20	20
oat/n_strangers=0	0.5	0.02	0.5	1000	0.4866376641651032	0.42084983583489677	0.8749400984990621	0.8163106660412758	0.3883024343339587	0.395460830206379	-3.203857503364559	-3.020134364507131	0.4083340970291192	0.42622253919328906	3.612191600393679	3.446356903700419	0.6582445507189176	0.5901417459676693	0.9759039048813387	0.9577515533452697	0.10759950833566312	0.11584221592911696	0.8301323509713716	0.8040857486227095	17.19869	17.5437275	-0.06578782833020638	-0.05862943245778608	0.007158395872420268	0.18372313885742864	0.017888442164169883	-0.16583469669325876	-0.06810280475124833	-0.018152351536068943	0.008242707593453849	-0.02604660234866211	0.3450375000000004	0.008970137415349135	0.015306142857312287	0.020498537960510044	0.11569097127378175	0.22714730377171272	0.2717511648636316	0.012332797679208175	0.004341097302832387	0.0041118133589324755	0.00654917222937945	0.4074276853961972	-0.0845625417118801	-0.09066555763835063	-0.03574553715912911	-0.058420846896457324	-0.45753632852401616	-0.734616421566318	-0.09391564695198201	-0.027238372613424162	-0.0003634166740292509	-0.0397541773612162	-0.5077184459661417	-0.047013114948532664	-0.026593307277221527	0.05006232890396964	0.4258671246113146	0.49331321285235596	0.40294702817980044	-0.04228996255051465	-0.009066330458713722	0.01684883186093695	-0.012339027336108028	1.1977934459661423	20	20	20	20	20	20	20	20	20	20	20
oat/n_strangers=50	0.5	0.02	0.5	1000	0.5093503752345215	0.48125378986866785	0.897464090056285	0.8169052439024389	0.3881137148217636	0.33565145403377106	-3.1538494406892066	-2.498785080938643	0.5954035659891986	0.42900456923528996	3.7492530066784058	2.927789650173933	0.6730233752321827	0.530382205859466	0.9847484114253143	0.9486941237693062	0.10893870774437416	0.11317523472998632	0.8200497947870475	0.7912888847579941	18.347095	18.511657500000002	-0.0280965853658537	-0.08055884615384616	-0.052462260787992473	0.6550643597505635	-0.16639899675390873	-0.8214633565044724	-0.14264116937271668	-0.03605428765600789	0.004236526985612166	-0.028760910029053455	0.16456250000000106	0.010926820900908244	0.011555815400652508	0.019440366184524143	0.13928817705249247	0.12091233486457902	0.17713038133063777	0.01725344996758274	0.00484896430622128	0.0036836765863116185	0.008674084122777752	0.5418015605716073	-0.05096668434966613	-0.10474544575571386	-0.0931514148387074	0.3635308546850133	-0.4194714221001451	-1.1922015053960138	-0.1787530551763976	-0.04620328658789633	-0.0034734967181987396	-0.04691597674798849	-0.9694411989923339	-0.005226486382041266	-0.056372246551978464	-0.01177310673727755	0.9465978648161137	0.08667342859232763	-0.450725207612931	-0.10652928356903574	-0.02590528872411945	0.011946550689423071	-0.010605843310118417	1.298566198992336	20	20	20	20	20	20	20	20	20	20	20
oat/reservation_frac=0.4	0.5	0.02	0.5	1000	0.4989323968105065	0.4666897138836773	0.8960490009380864	0.818356777673546	0.3971166041275797	0.35166706378986873	-3.2424637322950978	-2.627740974269413	0.5547974420717284	0.41843450975568103	3.797261174366825	3.046175484025094	0.675853318391779	0.554074561506668	0.9801991435579567	0.943335481495318	0.11182311715381898	0.11218335924105272	0.8195603068065054	0.7863774726712193	18.004160000000002	18.091879999999996	-0.03224268292682923	-0.07769222326454037	-0.04544954033771105	0.6147227580256851	-0.13636293231604743	-0.7510856903417326	-0.12177875688511086	-0.03686366206263883	0.00036024208723374614	-0.033182834135285916	0.0877199999999994	0.01023055393211738	0.012120911085533013	0.018256173060110018	0.13255769003724574	0.13256932267403596	0.18479439048923235	0.014958308685973256	0.004808396253048226	0.003128767444927418	0.006949816487191773	0.3990461816104682	-0.053655478396672424	-0.1030615817279053	-0.08366014969396228	0.337276324180929	-0.41383371354942167	-1.137864794755418	-0.15308685677811765	-0.04692775108339555	-0.0061883434356489655	-0.04772896721670176	-0.7474932569304974	-0.01082988745698604	-0.052322864801175435	-0.007238930981459821	0.8921691918704412	0.14110784891732678	-0.3643065859280471	-0.09047065699210408	-0.02679957304188211	0.006908827610116458	-0.018636701053870074	0.9229332569304961	20	20	20	20	20	20	20	20	20	20	20
oat/reservation_frac=0.9	0.5	0.02	0.5	1000	0.5192938602251408	0.4768936772983114	0.8903309427767354	0.8139854455909944	0.37103708255159473	0.33709176829268295	-3.0569948702046923	-2.5238933235428154	0.5957701972740205	0.41765443833911053	3.6527650674787133	2.9415477618819263	0.6218146685082633	0.5488366495905898	0.9523754325188241	0.9414219233624197	0.1126659458000883	0.11256651854821864	0.8075268070682775	0.7934760994548972	18.007315	17.849145	-0.042400182926829254	-0.0763454971857411	-0.0339453142589118	0.5331015466618766	-0.17811575893491002	-0.7112173055967864	-0.07297801891767346	-0.010953509156404534	-9.942725186966317e-5	-0.014050707613380254	-0.1581699999999989	0.011257887443622551	0.011712574578715336	0.019769071004383847	0.1676625543566384	0.07675581617310959	0.20319151741420968	0.014120780871068798	0.007721079371010262	0.003155076921525117	0.00826734695477871	0.30164345244012847	-0.06596321214815253	-0.10086019751804357	-0.07532245540439303	0.18217978736989165	-0.33876752850097075	-1.1365020391964522	-0.10253315294784918	-0.02711391400592479	-0.006703079142130252	-0.03135446365587138	-0.7895170018119567	-0.018837153705505982	-0.05183079685343863	0.0074318268865694315	0.8840233059538616	-0.017463989368849298	-0.28593257199712063	-0.04342288488749774	0.005206895693115726	0.0065042246383909255	0.0032530484291108715	0.4731770018119589	20	20	20	20	20	20	20	20	20	20	20
oat/reservation_frac=1.2	0.5	0.02	0.5	1000	0.5238742166979363	0.5213587148217635	0.816175487804878	0.8196671013133209	0.2923012711069418	0.2983083864915573	-3.155082229871623	-2.0530428291902343	-1.487597611443947	0.37177995727263374	1.6674846184276753	2.4248227864628684	0.5166821910850519	0.40436447917726215	0.9164053748502615	0.8534900414613625	0.12052835515940079	0.1218845926922967	0.8046358041307423	0.7660586011965947	17.415204999999997	16.932160000000003	-0.0025155018761726213	0.003491613508442776	0.006007115384615407	1.1020394006813885	1.859377568716581	0.7573381680351927	-0.11231771190778976	-0.06291533338889885	0.0013562375328959014	-0.03857720293414761	-0.48304500000000045	0.010097632643098892	0.02576573045758387	0.025509988032067343	0.18290914728692584	1.0996441621353532	1.0548870270928679	0.010125468606338854	0.007693520150774929	0.004127096088432723	0.007906332965694351	0.3398868474232502	-0.023650089890757158	-0.05043668011868108	-0.04738590319416964	0.7192061556385403	-0.44220411392238446	-1.45056575435345	-0.13351056126301317	-0.07901805612754581	-0.007281873855048232	-0.055125348013507276	-1.1944363474338702	0.018619086138411917	0.05741990713556664	0.05940013396340046	1.4848726457242367	4.160959251355546	2.9652420904238355	-0.09112486255256635	-0.04681261065025188	0.009994348920840035	-0.022029057854787946	0.22834634743386922	20	20	20	20	20	20	20	20	20	20	20
oat/rho=0.0	0.0	0.02	0.5	1000	0.5900877204502814	0.47301045028142596	0.7216807129455909	0.8174023686679174	0.1315929924953096	0.3443919183864916	-2.276064429098196	-2.913040645549988	-1.4630959025495525	0.33935246720311235	0.8129685265486438	3.2523931127531	1.180223124198163	0.9402790213098109	0.9879319473421866	0.9645484806338362	0.0976313506387436	0.11213014706904567	0.8529538863535674	0.811903790671981	16.343197499999995	17.773035	-0.11707727016885547	0.09572165572232641	0.212798925891182	-0.636976216451792	1.8024483697526645	2.4394245862044563	-0.23994410288835222	-0.02338346670835017	0.014498796430302083	-0.04105009568158621	1.4298375	0.007529349716522211	0.025499548768949817	0.025051473726679277	0.11898516956192436	0.5729743936674887	0.5889594552039955	0.02202369781528196	0.00439005630586963	0.0031822989711811594	0.004824941783900071	0.2182385861811684	-0.13283638023958885	0.042350486772356644	0.1603655887828645	-0.8860150384627512	0.6031991812465944	1.2067182793912805	-0.2860402321827571	-0.032571960156742186	0.0078381681353011	-0.0511488148964088	0.9730588895227537	-0.1013181600981221	0.14909282467229618	0.2652322629994995	-0.3879373944408329	3.0016975582587344	3.6721308930176324	-0.19384797359394734	-0.01419497325995815	0.021159424725303067	-0.030951376466763623	1.8866161104772465	20	20	20	20	20	20	20	20	20	20	20
oat/rho=0.3	0.3	0.02	0.5	1000	0.5375497607879925	0.46695524134402183	0.7693060084427767	0.8136450772736747	0.23175624765478425	0.34668983592965297	-2.8908756713522736	-2.8643961473325588	-1.1648839929518409	0.34558491945334435	1.7259916784004332	3.209981066785903	0.8242797603466728	0.6755046484145696	0.989056911752621	0.9558007210078898	0.10217162739078031	0.11058718135930104	0.8461343875115788	0.8053975942663121	16.7574725	17.665282499999996	-0.07059451944397066	0.044339068830898096	0.11493358827486877	0.026479524019715227	1.510468912405185	1.48398938838547	-0.14877511193210333	-0.03325619074473102	0.008415553968520716	-0.040736793245266564	0.9078099999999992	0.008664368263389446	0.0297154562465512	0.03288974501566037	0.11343092943463695	0.6242270842598502	0.6400547067239053	0.023474437714347048	0.0036733091500699773	0.004112276041802227	0.005407216209089194	0.3503828142865579	-0.08872925063549672	-0.017856095880851228	0.04609456081373582	-0.21093413980087147	0.20394660963615596	0.14433949107508015	-0.19790767473194132	-0.040944515155105624	-0.00019153870533833786	-0.05205422683827676	0.17445034144695404	-0.0524597882524446	0.10653423354264742	0.18377261573600173	0.2638931878403019	2.8169912151742142	2.82363928569586	-0.09964254913226533	-0.025567866334356412	0.01702264664237977	-0.02941935965225637	1.6411696585530444	20	20	20	20	20	20	20	20	20	20	20
oat/rho=0.5	0.5	0.02	0.5	1000	0.5028612691644399	0.47853972420262664	0.8951864757329392	0.814034052532833	0.3923252065684993	0.33549432833020637	-3.1578370164812775	-2.4228024709113627	0.6319685219730441	0.4026064273571562	3.7898055384543214	2.8254088982685186	0.6516747249368524	0.5302837976638357	0.9786554897209797	0.9385980039635183	0.10913206254807699	0.11442324338034006	0.825378621638429	0.7826363487603197	17.798185	18.396545	-0.024321544961813272	-0.08115242320010613	-0.05683087823829285	0.735034545569915	-0.22936209461588788	-0.9643966401858028	-0.12139092727301667	-0.0400574857574614	0.00529118083226306	-0.04274227287810926	0.5983599999999999	0.005578003876427132	0.009339649017584923	0.012392964288013744	0.08162490956219154	0.06634759541530345	0.11910420296554029	0.011244122252114382	0.004028963159573923	0.0025546021905088058	0.005977891025782947	0.2712611236165519	-0.03553096342449214	-0.09992115058932322	-0.08173547238611227	0.5710031485808211	-0.3626925794055512	-1.2037454971033676	-0.1439868369141196	-0.04815399035424714	0.00015751552950045173	-0.054755294653779776	0.05324036318432357	-0.0131121264991344	-0.06238369581088904	-0.031926284090473434	0.8990659425590088	-0.09603160982622458	-0.7250477832682382	-0.09879501763191376	-0.03196098116067567	0.01042484613502567	-0.030729251102438737	1.1434796368156763	50	50	50	50	50	50	50	50	50	50	50
oat/rho=0.7	0.7	0.02	0.5	1000	0.46101294090056283	0.46467443714821766	0.9495586679174484	0.8616609521575984	0.4885457270168855	0.39698651500938087	-3.534972752203212	-2.2618774189167317	0.7906613829153434	0.5733873537576826	4.325634135118555	2.835264772674414	0.5222647306181096	0.43197594382412213	0.977614769138796	0.9270915245858597	0.1290327742416237	0.12243997246743865	0.7416296605988353	0.7133013711141922	20.103930000000002	19.258385	0.0036614962476547858	-0.08789771575984986	-0.09155921200750469	1.273095333286481	-0.21727402915766078	-1.4903693624441412	-0.0902887867939876	-0.050523244552936365	-0.006592801774185075	-0.028328289484643127	-0.845545000000001	0.012715066162682944	0.008195531842381731	0.01760784814596473	0.21368478397512758	0.03265193419339244	0.2109991490586125	0.022884187936493695	0.008249558135563547	0.0032779916691639075	0.007324808826832247	0.3773643790524372	-0.022951443084233778	-0.10505116104462409	-0.12841286172337762	0.8258479403654957	-0.28561531284738834	-1.9319956568835015	-0.13818594261066935	-0.06778976816891064	-0.013453717187895179	-0.04365929055314533	-1.6353777226336073	0.03027443557954335	-0.07074427047507564	-0.05470556229163176	1.7203427262074662	-0.14893274546793323	-1.048743068004781	-0.04239163097730583	-0.033256720936962095	0.0002681136395250288	-0.012997288416140923	-0.055712277366394725	20	20	20	20	20	20	20	20	20	20	20
oat/rho=0.85	0.85	0.02	0.5	1000	0.43948480769230774	0.4101787429643527	0.9419602767354597	0.9454198170731708	0.502475469043152	0.5352410741088179	-3.9879364696218493	-2.561957661939501	0.5595392057102739	0.6613586058653542	4.547475675332125	3.2233162678048557	0.40132077097832797	0.3557705053726482	0.9569050384426327	0.932452031742398	0.1731004253479472	0.14048630001652537	0.3939594076372929	0.3768036847900484	24.908939999999998	20.905534999999997	-0.029306064727954977	0.0034595403377111035	0.03276560506566603	1.4259788076823492	0.1018194001550802	-1.3241594075272687	-0.045550265605679686	-0.024453006700234786	-0.032614125331421835	-0.01715572284724442	-4.003404999999999	0.019986238989791617	0.005658107348441718	0.021986380813207283	0.35533662575182423	0.11165331037827797	0.39157123579921055	0.022781758883174262	0.010289549563391624	0.005471467243139877	0.017303680429464348	0.5142434638161498	-0.07113774369074206	-0.008383014445001832	-0.013252418845758146	0.6822507025714979	-0.13187366422097255	-2.1437274230694046	-0.0932330349498936	-0.04598928144543997	-0.04406603788422071	-0.053372742215907605	-5.07972893958945	0.012525614234832113	0.015302095120424037	0.07878362897709021	2.1697069127932007	0.3355124645311329	-0.5045913919851328	0.0021325037385342346	-0.0029167319550295993	-0.021162212778622954	0.019061296521418768	-2.927081060410548	20	20	20	20	20	20	20	20	20	20	20
oat/rho=1.0	1.0	0.02	0.5	1000	0.45445872889305816	0.2919946529080676	0.9236673264540338	0.9842761397748591	0.4692085975609756	0.6922814868667917	-3.2877537224007347	-3.5710233136586176	-0.07568510834793286	0.45826347184190686	3.2120686140528023	4.029286785500526	0.37860356390055744	0.43023582341589883	0.9545380287712047	0.9841970324572552	0.17050805682771442	0.15381526991118277	0.12797887515542256	0.1403586080990143	25.1276475	23.357967499999997	-0.16246407598499063	0.06060881332082546	0.22307288930581612	-0.28326959125788326	0.5339485801898396	0.8172181714477229	0.05163225951534132	0.029659003686050518	-0.016692786916531633	0.012379732943591733	-1.7696799999999997	0.02388612135469284	0.007507758878877205	0.02217456765279559	0.33299677763768637	0.4045084643888396	0.5413827697550917	0.02242497534187112	0.008200128203296788	0.008916465692601572	0.005179349622224005	1.1046965112847675	-0.21245830254687875	0.044894893392637907	0.17666098581241052	-0.9802398568940158	-0.31269736598776876	-0.3159089882918795	0.004696246705291854	0.012495938107318347	-0.03535516409145317	0.0015392295980863006	-4.081836370939959	-0.11246984942310251	0.07632273324901301	0.2694847927992217	0.41370067437824937	1.380594526367448	1.9503453311873253	0.09856827232539078	0.04682206926478269	0.001969590258389907	0.023220236289097168	0.5424763709399594	20	20	20	20	20	20	20	20	20	20	20
oat/roster_frac=0.1	0.5	0.02	0.5	1000	0.5097639681050656	0.4730339258911821	0.9035008161350845	0.8187660225140713	0.39373684803001874	0.3457320966228893	-3.1036111785856972	-2.566074892452003	0.7023840658374956	0.4310284051576585	3.8059952444231917	2.9971032976096614	0.6401018818589984	0.5403473437431873	0.9673953782685929	0.9425282693654262	0.11345737576206553	0.11269287319507518	0.8053321972194338	0.7829570886311303	18.2726175	17.9897025	-0.03673004221388367	-0.08473479362101312	-0.048004751407129474	0.5375362861336941	-0.271355660679837	-0.8088919468135313	-0.09975453811581107	-0.024867108903166717	-0.0007645025669903791	-0.022375108588303317	-0.28291499999999925	0.009194702106613896	0.00812198431477823	0.01590902146232711	0.15490412276710866	0.06474037598034048	0.17312193595915323	0.01802616045364663	0.007497572043186094	0.004441149167740225	0.01121180897522707	0.5487106690628686	-0.055974774896145316	-0.10173430216137094	-0.08130271600987818	0.21331823105511777	-0.4068588248981276	-1.1712403231217738	-0.13748372555391727	-0.040559707539214465	-0.010059934604286114	-0.045841694466884554	-1.4313796292590606	-0.017485309531622032	-0.0677352850806553	-0.01470678680438077	0.8617543412122703	-0.13585249646154646	-0.44654357050528865	-0.06202535067770487	-0.009174510267118966	0.008530929470305357	0.0010914772902779202	0.8655496292590622	20	20	20	20	20	20	20	20	20	20	20
oat/roster_frac=0.4	0.5	0.02	0.5	1000	0.5096213508442778	0.47233378517823643	0.8827177345215759	0.822390342401501	0.37309638367729836	0.35005655722326456	-3.105334917621118	-2.574426526921192	0.37272306193622173	0.42836006221593126	3.4780579795573403	3.002786589137123	0.6457419846849733	0.5542360284691419	0.9770509672010069	0.9487219355642544	0.10933517912735717	0.1129925352199399	0.8283031336859683	0.8042110356833216	17.696495000000002	17.9879	-0.03728756566604132	-0.06032739212007503	-0.023039826454033758	0.5309083906999261	0.055637000279709484	-0.47527139042021666	-0.09150595621583146	-0.02832903163675255	0.003657356092582726	-0.024092098002646556	0.2914049999999997	0.011184908813776151	0.022322814440563825	0.03019302490956369	0.16846056437842474	0.3434662642129992	0.44222559348375545	0.01899947410632464	0.006111221157666169	0.0047513623720863395	0.008750239676150745	0.47213619911191096	-0.06069784885963832	-0.10704957970626829	-0.08623455386509983	0.17831637723668353	-0.6632461525958577	-1.4008601950567074	-0.13127231254147675	-0.04111996452155684	-0.006287359643404509	-0.04240656012666805	-0.6967874216981411	-0.013877282472444324	-0.013605204533881768	0.04015490095703232	0.8835004041631687	0.7745201531552768	0.4503174142162741	-0.05173959989018617	-0.015538098751948263	0.01360207182856996	-0.005777635878625068	1.2795974216981405	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/0_0	0.5	0.0	0.5	500	0.5876359052532834	0.6122604362101314	0.790176632270169	0.7924456050656661	0.20254072701688558	0.1801851688555347	-3.162201572686288	-1.1317340220259946	-10.049324093191355	0.3543576043785944	-6.887122520505071	1.4860916264045891	-0.2019059310797811	-0.3555170092735563	0.5476516286818631	0.5774890997991966	0.007396064579186271	0.00379415842431056	0.06771385720688283	0.1318857580344401	71.97599000000001	61.31893	0.024624530956848013	0.002268972795497165	-0.022355558161350837	2.030467550660293	10.40368169756995	8.373214146909657	-0.15361107819377517	0.02983747111733359	-0.0036019061548757127	0.06417190082755729	-10.657060000000001	0.007829306259919042	0.027374156150110397	0.027385598598478337	0.12249624320311271	5.858177837818118	5.813319256172213	0.0170997452879907	0.0050194222922301775	0.0007485103419030047	0.007966590222144507	2.2586712642543674	0.008237604625507901	-0.05502579449581307	-0.07967427477233649	1.774079967061528	-1.8576254319850314	-3.794202892213807	-0.18940125640579486	0.019331699520462535	-0.005168556305452089	0.0474976358609948	-15.38451328708522	0.04101145728818813	0.05956374008680739	0.03496315844963481	2.2868551342590586	22.664988827124933	20.54063118603312	-0.11782089998175549	0.04034324271420465	-0.002035256004299336	0.08084616579411978	-5.929606712914783	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/0_2	0.5	0.0	0.5	1500	0.5428236303939963	0.6039116979362102	0.9032049343339587	0.8032598592870543	0.3603813039399625	0.19934816135084424	-5.5322037094647865	-1.5057450334107305	0.5626325308783684	0.41654267075725687	6.094836240343156	1.9222877041679873	-0.20494138908886286	-0.34864621834078713	0.5510584596943893	0.5702169688756735	0.005205076915155206	0.005382048353891907	0.14865987073207615	0.23472105151383946	90.09655166666667	74.41684166666666	0.06108806754221389	-0.09994507504690435	-0.16103314258911822	4.026458676054057	-0.14608986012111164	-4.172548536175168	-0.14370482925192424	0.01915850918128427	0.00017697143873669872	0.08606118078176332	-15.679710000000005	0.007557509083968845	0.009624968185177236	0.01437293039150698	0.2913100104625556	0.09223795822993819	0.2694995627914593	0.010042934544724914	0.005444461343108883	0.0009239176113754137	0.009979077074390863	2.567639945041916	0.04527001923805778	-0.120090364981395	-0.19111603163087856	3.416739816865992	-0.3391461254258812	-4.736617603750215	-0.16472493283088166	0.007763120626861205	-0.0017568103461635108	0.06517473242426874	-21.053842168032368	0.07690611584637	-0.0797997851124137	-0.13095025354735787	4.636177535242123	0.04696640518365791	-3.6084794686001214	-0.12268472567296683	0.030553897735707332	0.002110753223636908	0.1069476291392579	-10.305577831967645	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/1_0	0.5	0.001	0.5	500	0.5694604174484053	0.6041830769230769	0.7946470637898686	0.8006817260787992	0.22518664634146335	0.1964986491557223	-3.3199976642180666	-1.1571248131044753	-8.931582406200713	0.38839299600650296	-5.611584741982645	1.5455178091109782	-0.09241134853154333	-0.22672911617262154	0.6536618921927053	0.6574291858352963	0.02240605875798929	0.012644444440785973	0.1780083448474689	0.25292031695551925	54.01825499999999	45.333535	0.034722659474671666	0.006034662288930609	-0.028687997185741065	2.1628728511135913	9.319975402207216	7.157102551093624	-0.1343177676410782	0.0037672936425909576	-0.009761614317203317	0.07491197210805035	-8.684720000000002	0.006478761758435042	0.028994507880575258	0.028384373585201492	0.16250651360162433	4.297701671955835	4.279186326215263	0.015568273125193488	0.008181412544954872	0.0012401525593285832	0.008999345579275536	1.3647833856195486	0.021162455271486445	-0.054651540150844696	-0.08809717386887962	1.8227428091473605	0.3247824241328434	-1.7993373629700447	-0.16690253777770658	-0.013356599613037496	-0.01235728345501407	0.05607612533669357	-11.54124445515853	0.04828286367785689	0.06672086472870592	0.03072117949739749	2.503002893079822	18.31516838028159	16.113542465157295	-0.10173299750444979	0.02089118689821941	-0.007165945179392565	0.09374781887940714	-5.828195544841475	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/1_2	0.5	0.001	0.5	1500	0.5229120303883109	0.586130098499062	0.88898816120871	0.8036900844277672	0.3660761308203991	0.2175599859287054	-5.681837018503448	-1.6608159487426515	0.5967777999876365	0.4271463097439486	6.278614818491084	2.0879622584866	-0.1087280839394891	-0.20191616981505942	0.6836376466144721	0.6624608895078772	0.01913218051969043	0.017213897557387087	0.33527168404959123	0.39413207371349157	62.814356666666676	52.771258333333336	0.06321806811075101	-0.08529807678094266	-0.14851614489169368	4.021021069760797	-0.16963149024368795	-4.1906525600044855	-0.09318808587557037	-0.021176757106594984	-0.0019182829623033443	0.058860389663900316	-10.043098333333335	0.00892820452315732	0.011099304599970342	0.015327390302162848	0.31412245268820954	0.06636286097690802	0.3266358009219683	0.012509946153276412	0.009002241327637682	0.002667836928429402	0.018583005047232558	2.525606363015299	0.044531121281105666	-0.10852918829588538	-0.18059674148542518	3.3635552202546384	-0.30853055458771095	-4.874309148365089	-0.1193717040937306	-0.04001866474892925	-0.007502129826744862	0.019965713096851544	-15.32925320309104	0.08190501494039634	-0.06206696526599993	-0.11643554829796218	4.678486919266956	-0.030732425899664934	-3.5069959716438817	-0.06700446765741014	-0.00233484946426072	0.003665563902138174	0.0977550662309491	-4.756943463575629	20	20	20	20	20	20	20	20	20	20	20
