result_reldir	rho	eta	delta	N	nn_agent_holdout_rank	ridge_agent_holdout_rank	nn_broker_holdout_rank	ridge_broker_holdout_rank	nn_rank_gap	ridge_rank_gap	nn_agent_holdout_r2	ridge_agent_holdout_r2	nn_broker_holdout_r2	ridge_broker_holdout_r2	nn_r2_gap	ridge_r2_gap	nn_output_gap	ridge_output_gap	nn_outsourcing_rate	ridge_outsourcing_rate	nn_access_fraction	ridge_access_fraction	nn_betweenness	ridge_betweenness	nn_mean_degree	ridge_mean_degree	delta_agent_holdout_rank	delta_broker_holdout_rank	delta_rank_gap	delta_agent_holdout_r2	delta_broker_holdout_r2	delta_r2_gap	delta_output_gap	delta_outsourcing_rate	delta_access_fraction	delta_betweenness	delta_mean_degree	delta_se_agent_holdout_rank	delta_se_broker_holdout_rank	delta_se_rank_gap	delta_se_agent_holdout_r2	delta_se_broker_holdout_r2	delta_se_r2_gap	delta_se_output_gap	delta_se_outsourcing_rate	delta_se_access_fraction	delta_se_betweenness	delta_se_mean_degree	delta_ci_lower_agent_holdout_rank	delta_ci_lower_broker_holdout_rank	delta_ci_lower_rank_gap	delta_ci_lower_agent_holdout_r2	delta_ci_lower_broker_holdout_r2	delta_ci_lower_r2_gap	delta_ci_lower_output_gap	delta_ci_lower_outsourcing_rate	delta_ci_lower_access_fraction	delta_ci_lower_betweenness	delta_ci_lower_mean_degree	delta_ci_upper_agent_holdout_rank	delta_ci_upper_broker_holdout_rank	delta_ci_upper_rank_gap	delta_ci_upper_agent_holdout_r2	delta_ci_upper_broker_holdout_r2	delta_ci_upper_r2_gap	delta_ci_upper_output_gap	delta_ci_upper_outsourcing_rate	delta_ci_upper_access_fraction	delta_ci_upper_betweenness	delta_ci_upper_mean_degree	delta_n_agent_holdout_rank	delta_n_broker_holdout_rank	delta_n_rank_gap	delta_n_agent_holdout_r2	delta_n_broker_holdout_r2	delta_n_r2_gap	delta_n_output_gap	delta_n_outsourcing_rate	delta_n_access_fraction	delta_n_betweenness	delta_n_mean_degree
phase/eta_N/cells/2_0	0.5	0.01	0.5	500	0.5392920731707317	0.5511851782363977	0.8606213414634147	0.8000023076923078	0.32132926829268293	0.24881712945590997	-2.5993579891785736	-1.5669478584684315	-2.3456450538114155	0.3976997658651843	0.2537129353671571	1.964647624333616	0.48239009225604035	0.42728633582226194	0.9323570889826474	0.878274942006071	0.07814571928869077	0.061707668125460725	0.6251068468965995	0.6360839078190448	22.969935	20.402355000000004	0.01189310506566602	-0.060619033771106945	-0.07251213883677296	1.0324101307101419	2.743344819676601	1.7109346889664585	-0.055103756433778316	-0.054082146976576206	-0.016438051163230032	0.010977060922445192	-2.5675800000000004	0.007724208200884082	0.025799726198131513	0.026542727222183548	0.09280340341878243	2.769163485601881	2.740394719244809	0.024326479667458177	0.011546752356664382	0.003583859896866976	0.020195873810344156	0.6103238374485258	-0.004273848500042294	-0.11461848130094446	-0.1280667053824014	0.8381703750236719	-3.0525809662772954	-4.0247773769864335	-0.10601966353684295	-0.0782497774093706	-0.023939156135001898	-0.031293388762399926	-3.8450024727585523	0.028060058631374334	-0.006619586241269439	-0.016957572291144543	1.2266498863966118	8.539270605630497	7.44664675491935	-0.004187849330713693	-0.029914516543781817	-0.008936946191458166	0.05324751060729031	-1.2901575272414487	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/2_2	0.5	0.01	0.5	1500	0.4937574624765479	0.5037628236397749	0.8891923170731708	0.8090061772983115	0.3954348545966229	0.3052433536585366	-4.4780322207649155	-2.40735115399873	0.44081317323330416	0.42261308263887576	4.918845393998219	2.829964236637606	0.517019176360618	0.45962229547371913	0.9545125063680621	0.8985209032709072	0.06991848541277469	0.0739702277380174	0.8143751205840605	0.76141921524116	21.5039	22.411873333333336	0.010005361163227002	-0.08018613977485933	-0.09019150093808631	2.070681066766185	-0.0182000905944283	-2.088881157360613	-0.05739688088689878	-0.05599160309715471	0.004051742325242728	-0.05295590534290036	0.9079733333333324	0.01110440145948338	0.014947401540248196	0.021005280386024616	0.2273661192726765	0.19032675795816512	0.3227409617941501	0.01645552024530866	0.009199532426160773	0.003585962827974751	0.0131045709090301	0.7402173801412381	-0.013236418201278452	-0.11147141074949862	-0.1341560580556269	1.5947983099710044	-0.41655857319841605	-2.764385753738643	-0.09183868058813274	-0.07524644575441844	-0.0034537641319224727	-0.08038408747819972	-0.6413194487933787	0.033247140527732456	-0.04890086880022004	-0.04622694382054573	2.5465638235613657	0.3801583920095595	-1.4133765609825837	-0.022955081185664826	-0.03673676043989098	0.01155724878240793	-0.02552772320760099	2.4572661154600435	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/4_0	0.5	0.03	0.5	500	0.5100256238273921	0.4649810834896811	0.8887300515947467	0.806462969043152	0.37870442776735463	0.341481885553471	-2.2762775933447776	-2.188364059367621	-1.0005471114891136	0.4068442489340933	1.2757304818556645	2.5952083083017152	0.6386242503729331	0.544561108642413	0.9815660561680725	0.9532626474029362	0.15409681099592928	0.13996994907742993	0.7570172562691042	0.742301469278168	16.612564999999996	15.895315	-0.04504454033771106	-0.08226708255159473	-0.03722254221388369	0.08791353397715647	1.4073913604232065	1.31947782644605	-0.09406314173052006	-0.028303408765136272	-0.014126861918499326	-0.014715786990936248	-0.71725	0.009200544038897633	0.019903460439482	0.02476142451362525	0.0892380548694368	1.6355654308239453	1.6473457908562894	0.016066022470845005	0.005181575048197644	0.004787615206098304	0.010248524782190467	0.2843809832915955	-0.0643015003247668	-0.12392550401739474	-0.08904879934231692	-0.09886386143318333	-2.0158864288500014	-2.1284565397444437	-0.12768971322066308	-0.039148569980735834	-0.024147455708114073	-0.03616619588226058	-1.3124662386455972	-0.025787580350655332	-0.04060866108579472	0.014603714914549537	0.2746909293874963	4.830669149696414	4.767412192636544	-0.06043657024037705	-0.017458247549536707	-0.00410626812888458	0.006734621900388083	-0.12203376135440303	20	20	20	20	20	20	20	20	20	20	20
phase/eta_N/cells/4_2	0.5	0.03	0.5	1500	0.4901387643318742	0.4258326735459662	0.8940773066026114	0.8031426454033772	0.40393854227073733	0.37730997185741094	-3.3919456573529976	-3.0061965458922133	0.7251233801834154	0.42940841020245457	4.117069037536414	3.435604956094668	0.6694476574051735	0.5662101881433659	0.9858001603863332	0.9527552290966037	0.1509013656397047	0.1699864635091955	0.8772176711385654	0.8384007569256504	16.577143333333332	17.42845833333333	-0.06430609078590788	-0.09093466119923435	-0.026628570413326474	0.3857491114607846	-0.2957149699809609	-0.6814640814417459	-0.1032374692618077	-0.033044931289729546	0.019085097869490756	-0.03881691421291525	0.8513150000000007	0.012431225275675858	0.016217930206339198	0.022890289167539546	0.19494011808283337	0.060158053189053005	0.21991746313988617	0.022994600362900904	0.005175053581063181	0.004407709445297397	0.00602512053059302	0.32868395637483794	-0.09032494431366601	-0.12487917923381742	-0.07453849625334871	-0.022265244855781907	-0.4216272223720234	-1.1417566217779804	-0.15136572094286532	-0.043876442917746644	0.009859655975640596	-0.0514276364141558	0.16337157300937344	-0.03828723725814974	-0.05699014316465129	0.021281355426695757	0.7937634677773511	-0.16980271758989846	-0.22117154110551135	-0.05510921758075006	-0.022213419661712447	0.028310539763340914	-0.0262061920116747	1.539258426990628	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/0_0	0.5	0.0	0.5	1000	0.5615150656660413	0.5993224671669795	0.8795883255159476	0.8206635975609757	0.3180732598499062	0.22134113039399622	-3.794323025254859	-1.5238230959908745	-0.3617282768402593	0.44328940410319084	3.4325947484145987	1.9671125000940655	-0.2482431445627012	-0.36936014637762815	0.5660937046005343	0.5823806413012818	0.007020602409074107	0.004353177790792498	0.11540472312343923	0.20218124092724135	84.9873975	68.85663249999999	0.037807401500938066	-0.058924727954971924	-0.09673212945590996	2.270499929263983	0.8050176809434502	-1.4654822483205336	-0.12111700181492693	0.016286936700747386	-0.0026674246182816076	0.0867765178038021	-16.130765000000004	0.006702927475525179	0.012638366136832226	0.014368764974611746	0.14620720792043104	0.6190598519299607	0.6472946670020275	0.00941549225158705	0.004584655527733033	0.0010501568627171336	0.00570820565467876	1.6218359531070925	0.023778013059709502	-0.0853771322877812	-0.12680630017991196	1.9644847261586438	-0.49068948026440395	-2.820285556645994	-0.1408238535815937	0.006691142400026126	-0.004865428192850533	0.07482910606104992	-19.525306662157377	0.05183678994216663	-0.03247232362216265	-0.06665795873190797	2.5765151323693223	2.1007248421513043	-0.11067893999507339	-0.10141015004826018	0.025882731001468644	-0.00046942104371268216	0.09872392954655429	-12.736223337842631	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/0_2	0.5	0.0	0.5	1000	0.590474765478424	0.6261605722326453	0.8142860975609756	0.8137894934333959	0.22381133208255158	0.18762892120075048	-4.802476928790867	-1.2710759601408959	-3.456593193208687	0.41316798653287	1.34588373558218	1.684243946673766	-0.07772200883577005	-0.25847163699999065	0.4740792874526634	0.5402394917372414	0.008543924299432118	0.00448349142883426	0.11583794138896722	0.180658627238374	75.382645	70.04077	0.03568580675422139	-0.0004966041275797112	-0.03618241088180111	3.531400968649971	3.8697611797415568	0.3383602110915855	-0.18074962816422055	0.06616020428457775	-0.00406043287059786	0.06482068584940684	-5.341875	0.007141476341239334	0.02225790021173806	0.022443006045197857	0.2268949477053878	2.000018422542179	2.0253812676100096	0.019213474390743432	0.009607790710735259	0.0008523708324321645	0.007374813563619871	1.3466060192274996	0.020738524988019615	-0.04708292467136728	-0.08315616238763132	3.056504385278879	-0.3163254878989865	-3.9008115013641587	-0.2209638922328046	0.04605086721728814	-0.005844465526154415	0.04938502366397378	-8.160353790054176	0.050633088520423156	0.04608971641620786	0.01079134062402911	4.0062975520210635	8.0558478473821	4.57753192354733	-0.1405353640956365	0.08626954135186736	-0.0022764002150413055	0.0802563480348399	-2.5233962099458247	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/0_3	0.5	0.0	0.5	1000	0.5982126547842401	0.6610215900562852	0.6753683395872421	0.8124908911819887	0.07715568480300188	0.1514693011257036	-4.913372942617296	-0.9857009282269052	-19.423314717656133	0.25005005257227964	-14.509941775038834	1.2357509807991849	0.04038453401700043	-0.0827812680344107	0.3837218095308451	0.45053952483435394	0.01072146720805862	0.005211391183900623	0.1319004333033757	0.1496045333456288	60.61623749999999	70.5015975	0.06280893527204504	0.13712255159474673	0.07431361632270173	3.9276720143903914	19.67336477022841	15.745692755838022	-0.12316580205141112	0.06681771530350886	-0.005510076024157998	0.017704100042253097	9.885359999999999	0.006810857968907707	0.020098250890947113	0.01999954528699643	0.23907118273999067	5.234333910748635	5.187770075814422	0.0159741579564952	0.012323066422934372	0.0010972860967754948	0.0072778384087426	0.9650159211503637	0.04855364571196268	0.09505642902846118	0.03245408695978986	3.427290278199746	8.717777986226398	4.887565198418816	-0.15660009890327348	0.04102524085623585	-0.007806722219276913	0.0024714091886581403	7.865558464145295	0.07706422483212738	0.1791886741610323	0.1161731456856136	4.428053750581037	30.628951554230422	26.603820313257227	-0.08973150519954877	0.09261018975078186	-0.003213429829039083	0.032936790895848056	11.905161535854702	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/1_0	0.5	0.001	0.5	1000	0.5476685506566603	0.5886153517823639	0.8829524108818012	0.8258764727954973	0.3352838602251407	0.23726112101313318	-4.0337400813924145	-1.6622414825486724	0.27960560791744304	0.44771187281325375	4.313345689309856	2.1099533553619265	-0.12004870350089178	-0.23284930160200484	0.6884681306142509	0.6722873906732747	0.021443563656708423	0.016149803373070655	0.27621931201545374	0.3587862738757924	60.029275000000005	48.46883	0.040946801125703564	-0.05707593808630396	-0.09802273921200749	2.3714985988437407	0.16810626489581068	-2.20339233394793	-0.11280059810111302	-0.016180739940976168	-0.005293760283637774	0.08256696186033871	-11.560445000000001	0.0075736391669694435	0.007283492577155411	0.010843545984106012	0.2185197016382558	0.162951733682273	0.2615213755742606	0.014345018498319968	0.006900582602959432	0.0018600786250384503	0.013257563840323013	1.470118700353908	0.025094992169827607	-0.0723204632503946	-0.12071854179182401	1.9141316069527443	-0.17295563340872347	-2.7507628637668073	-0.14282506687902888	-0.030623825318401764	-0.009186949588933985	0.05481856183968884	-14.637438802676213	0.05679861008157952	-0.04183141292221331	-0.07532693663219098	2.828865590734737	0.5091681632003449	-1.656021804129053	-0.08277612932319717	-0.0017376545635505707	-0.0014005709783415626	0.11031536188098859	-8.48345119732379	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/1_2	0.5	0.001	0.5	1000	0.5715518808630394	0.6033328564727956	0.7984081660412757	0.817358105065666	0.2268562851782364	0.21402524859287056	-4.790990843097798	-1.4267499585449	-1.7663487162178733	0.4255413443266819	3.0246421268799244	1.8522913028715817	0.03725481079978411	-0.13817642480649392	0.6036857139274374	0.6462318669319197	0.02346757169123388	0.01565237948772232	0.2701093185446875	0.3400016791590076	54.9892375	49.8491775	0.03178097560975612	0.01894993902439024	-0.012831036585365847	3.364240884552898	2.1918900605445555	-1.1723508240083427	-0.17543123560627802	0.04254615300448224	-0.00781519220351156	0.06989236061432011	-5.140059999999998	0.00780749779177355	0.025771080236958406	0.027796213574481084	0.2302333314980123	1.0172232359489177	1.0788557545756134	0.019920407593916084	0.01224533166541884	0.0021280446648863417	0.01140019924863878	0.8764178077894846	0.015439694926834314	-0.03498955181965031	-0.07100918021822554	2.882356983600996	0.06281735900041108	-3.4304218695719295	-0.21712512787396235	0.016916379274552838	-0.012269240875973943	0.04603146936187161	-6.974423553415188	0.04812225629267792	0.07288942986843078	0.04534710704749384	3.8461247855048004	4.3209627620886994	1.0857202215552442	-0.1337373433385937	0.06817592673441164	-0.0033611435310491773	0.09375325186676861	-3.3056964465848084	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/1_3	0.5	0.001	0.5	1000	0.5839654971857411	0.6455704174484053	0.7232958771106943	0.8138765384615386	0.1393303799249531	0.16830612101313322	-4.996314374350499	-1.0872888004034968	-9.935849465385154	0.2680140971138064	-4.939535091034655	1.3553028975173032	0.16523304304576564	0.054007338099326604	0.5126754107750819	0.5630183478021313	0.025515174042002597	0.01775027909430761	0.27396370212596044	0.30238748896294665	46.1611675	49.787907499999996	0.06160492026266421	0.0905806613508443	0.028975741088180094	3.9090255739470017	10.20386356249896	6.294837988551959	-0.11122570494643909	0.05034293702704949	-0.007764894947694989	0.028423786836986153	3.6267399999999994	0.00547936343841717	0.024939662998953258	0.02366184102621405	0.27514983733171655	2.8366217591163636	2.787832394270047	0.01569647663710285	0.01547390732912886	0.001752999206748981	0.014130436743830431	0.743386872207906	0.050136480783211645	0.03838134678519826	-0.020549061351271318	3.3331303458451855	4.266745987410396	0.4598377276860397	-0.1440788081173534	0.01795567677149775	-0.011433964454779292	-0.0011515571671459682	2.0708133947374963	0.07307335974211678	0.14277997591649036	0.0785005435276315	4.484920802048818	16.140981137587524	12.129838249417878	-0.07837260177552477	0.08273019728260123	-0.004095825440610686	0.057999130841118275	5.182666605262503	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/2_0	0.5	0.01	0.5	1000	0.5107773592870545	0.5116915853658537	0.8909748030018761	0.8168185412757973	0.3801974437148218	0.30512695590994376	-3.452722161357079	-2.2786266808114197	0.5349509495016092	0.4177836494007279	3.987673110858688	2.696410330212148	0.5151093957586267	0.45801568875060406	0.9422735398408868	0.9066859194016826	0.07183764930476826	0.06654908561918185	0.7417848588136841	0.7356458642743213	22.981575	21.251585	0.000914226078799249	-0.07415626172607885	-0.07507048780487806	1.1740954805456594	-0.11716730010088124	-1.2912627806465402	-0.05709370700802263	-0.035587620439204055	-0.005288563685586391	-0.006138994539362746	-1.7299900000000001	0.009682945812480324	0.008518204702553744	0.01457573744467966	0.14487670903259905	0.17589937885738668	0.17221895434969794	0.012756875267493525	0.011370465819913701	0.0036822058353002188	0.014779820672722129	0.6253292287877767	-0.019352412424254284	-0.09198506906889782	-0.1055778568873325	0.8708650436169159	-0.48532893120487197	-1.6517211947255046	-0.08379415380197303	-0.05938627891011093	-0.01299550907215239	-0.03707351472721136	-3.0388191177774138	0.021180864581852782	-0.05632745438325988	-0.04456311872242362	1.477325917474403	0.2509943310031095	-0.9308043665675758	-0.030393260214072244	-0.011788961968297176	0.0024183817009796093	0.02479552564848587	-0.4211608822225863	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/2_2	0.5	0.01	0.5	1000	0.5324941135084428	0.5119621716697935	0.8730370168855535	0.817100272045028	0.3405429033771107	0.30513810037523453	-3.437837724409449	-2.279455986461455	0.5528613688633768	0.40663734401995805	3.990699093272826	2.6860933304814134	0.5459091441088872	0.4650041208485864	0.9149875947712672	0.9090992452405574	0.07073530902719743	0.06724928189719659	0.7426202770662462	0.7404166540784168	21.73463	21.2328175	-0.02053194183864914	-0.05593674484052533	-0.03540480300187618	1.158381737947994	-0.14622402484341876	-1.3046057627914127	-0.08090502326030091	-0.005888349530709797	-0.0034860271300008504	-0.0022036229878292903	-0.5018125000000007	0.011367794775664217	0.011453361837438848	0.01969477287811515	0.2163979458941132	0.0647372639443819	0.2368952717264356	0.01376671270364327	0.016415314238340528	0.0036869460397436484	0.01658798226256408	0.5145333063854409	-0.04432500974969146	-0.079908906670127	-0.07662643638187956	0.7054556318670671	-0.2817206754955898	-1.800433264890435	-0.10971908409915473	-0.040245997092227745	-0.011202893878489762	-0.036922668877474286	-1.5787430870589692	0.0032611260723931813	-0.03196458301092367	0.005816830378127205	1.6113078440289208	-0.010727374191247696	-0.8087782606923903	-0.05209096242144709	0.02846929803080815	0.004230839618488061	0.0325154229018157	0.5751180870589678	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/2_3	0.5	0.01	0.5	1000	0.5392733630393997	0.5793764868667918	0.7757636726078798	0.8174830628517823	0.23649030956848033	0.2381065759849906	-3.6081103977739537	-1.5811788442332182	-5.5257143815375525	0.35738502151562884	-1.9176039837635994	1.938563865748847	0.4474202951463223	0.3666725462002108	0.8630498049333879	0.7864424636945242	0.07558410520309829	0.07568077284858132	0.7303061432175546	0.6908123981318419	20.7602925	20.1326825	0.040103123827392104	0.04171939024390245	0.00161626641651033	2.0269315535407357	5.883099403053182	3.8561678495124463	-0.0807477489461115	-0.07660734123886363	9.66676454830364e-5	-0.03949374508571256	-0.6276099999999996	0.010640452874517967	0.02829000205786628	0.02911806949352835	0.24281908161568488	2.2044325240643676	2.1387595541864277	0.008971941931597099	0.015421156350958845	0.00408835964135863	0.014157571756376667	0.47100113622334727	0.017832400011227958	-0.017492264562472257	-0.05932855345137729	1.5187053748497727	1.2691691038664352	-0.6203073439953393	-0.09952623922369878	-0.10888419242821197	-0.008460367426952706	-0.06912588332382062	-1.6134267077691105	0.062373847643556246	0.10093104505027715	0.06256108628439795	2.5351577322316987	10.497029702239928	8.332643043020232	-0.06196925866852422	-0.044330490049515295	0.00865370271791878	-0.009861606847604495	0.35820670776911134	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/4_0	0.5	0.03	0.5	1000	0.5054916885553471	0.43508314727954966	0.8996715150093809	0.817201552532833	0.39417982645403377	0.38211840525328333	-2.806164262511213	-2.820368455781025	0.7440050408740737	0.437526691994361	3.5501693033852875	3.257895147775386	0.7023954814903255	0.5737397160834912	0.9800730156053085	0.9603575562530473	0.15144244578838384	0.15422742605757267	0.8339612499853816	0.8159119870946301	16.799319999999998	16.707502499999997	-0.0704085412757974	-0.08246996247654778	-0.012061421200750428	-0.01420419326981196	-0.30647834887971265	-0.2922741556099008	-0.12865576540683446	-0.01971545935226105	0.0027849802691887796	-0.0180492628907515	-0.09181749999999997	0.009938163216590848	0.007778767445609197	0.01551728597791217	0.127781115567134	0.03745054748039649	0.13695168652388742	0.013466893788089018	0.004844972134303854	0.003823497240411545	0.006672790808070853	0.2700036485687934	-0.0912093559447579	-0.09875110985385611	-0.04453947401165337	-0.2816531418509516	-0.384863245606943	-0.5789173297961835	-0.1568422980434666	-0.029856102572296983	-0.0052176914269563765	-0.03201557456207846	-0.6569416312324923	-0.049607726606836905	-0.06618881509923945	0.020416631610152516	0.2532447553113276	-0.22809345215248228	-0.005630981423618064	-0.10046923277020231	-0.009574816132225118	0.010787651965333937	-0.004082951219424542	0.4733066312324923	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/4_2	0.5	0.03	0.5	1000	0.5029011772983114	0.4488389681050656	0.8860833348968106	0.8147943105065666	0.3831821575984991	0.36595534240150096	-3.0017742426273206	-2.7337125610058335	0.40022434927002387	0.41158890655222563	3.401998591897345	3.145301467558059	0.6734332723980037	0.5705215782416329	0.9820863161067483	0.9530894018702064	0.14234311196627694	0.15378543764428826	0.846529795952198	0.8141792234272147	15.984332499999999	16.70673	-0.05406220919324576	-0.0712890243902439	-0.01722681519699815	0.26806168162148697	0.011364557282201686	-0.2566971243392856	-0.10291169415637072	-0.02899691423654205	0.011442325678011348	-0.032350572524983315	0.7223975	0.008990817380628043	0.014486784182323428	0.020030572767695962	0.12185984133724971	0.2174920621867999	0.26937146271825085	0.013419043114485963	0.004826844175388046	0.00413885061503467	0.006368197513517805	0.25274127291078874	-0.07288020623969256	-0.10161021215486865	-0.059151285823361835	0.013006102436243228	-0.4438515605176384	-0.8204980753797358	-0.13099807418213205	-0.039099615202509874	0.0027796117831411574	-0.04567936310399927	0.19340393625594388	-0.03524421214679896	-0.04096783662561915	0.02469765542936553	0.5231172608067307	0.4665806750820418	0.30710382670116465	-0.0748253141306094	-0.018894213270574226	0.02010503957288154	-0.01902178194596736	1.2513910637440562	20	20	20	20	20	20	20	20	20	20	20
phase/eta_r/cells/4_3	0.5	0.03	0.5	1000	0.5086995450281426	0.47711044090056276	0.8268795825515948	0.819252518761726	0.31818003752345214	0.3421420778611632	-2.93048190867942	-2.410887125267419	-1.4948776723094386	0.37604309242921735	1.4356042363699815	2.7869302176966366	0.5576422584444647	0.4289878229336709	0.9466996186550676	0.8910721375936805	0.15356670340581793	0.15808346377065036	0.8426271934093134	0.8004925473787822	15.281515000000002	15.371765000000002	-0.03158910412757972	-0.007627063789868679	0.023962040337711044	0.5195947834120014	1.8709207647386557	1.3513259813266547	-0.1286544355107938	-0.055627481061387	0.0045167603648324185	-0.04213464603053116	0.09024999999999998	0.010353216353810028	0.023045314525570963	0.02469402181031832	0.1219456943503252	1.7239103916388792	1.6992030450388809	0.011175119451467914	0.0066955795908838255	0.004627903343253277	0.006455027731246353	0.23363754410016796	-0.053258634996597595	-0.05586146143329393	-0.027723141311368632	0.2643595118052472	-1.737265152605968	-2.2051468652635693	-0.15204422933360234	-0.0696414902033122	-0.005169552654073327	-0.055645174343902475	-0.3987589998145338	-0.009919573258561836	0.04060733385355657	0.07564722198679072	0.7748300550187556	5.4791066820832794	4.907798827916879	-0.10526464168798527	-0.041613471919461804	0.014203073383738163	-0.028624117717159843	0.5792589998145338	20	20	20	20	20	20	20	20	20	20	20
phase/r_N/cells/0_0	0.5	0.02	0.5	500	0.5238792354596622	0.49828082551594755	0.8985696998123828	0.8031734662288932	0.37469046435272046	0.3048926407129456	-2.38920884640245	-1.9929780702823927	0.520147282989041	0.41410657356590824	2.909356129391491	2.407084643848301	0.623416490112916	0.5151917464071911	0.9693890456578084	0.9250284694269537	0.11787970339718615	0.10484179354147183	0.7148067522272181	0.7139008430716751	18.551755	17.399519999999995	-0.025598409943714828	-0.09539623358348967	-0.06979782363977485	0.3962307761200575	-0.10604070942313278	-0.5022714855431903	-0.10822474370572488	-0.044360576230854695	-0.0130379098557143	-0.0009059091555430165	-1.1522350000000012	0.00885209122266349	0.011007425816451333	0.01740083143455056	0.11553109539086333	0.15474395313144843	0.2058130570893891	0.013467054706268794	0.009479890103654253	0.004316636963594532	0.011580911315426745	0.3581672651205683	-0.04412604980456618	-0.11843504059443734	-0.10621818239899343	0.1544214144348396	-0.4299235256014864	-0.9330431647425924	-0.1364116131479781	-0.06420221425095032	-0.022072734854665703	-0.02514503511070057	-1.901887701398989	-0.0070707700828634805	-0.072357426572542	-0.033377464880556276	0.6380401378052755	0.21784210675522087	-0.07149980634378827	-0.08003787426347166	-0.02451893821075906	-0.004003084856762899	0.023333216799614538	-0.40258229860101347	20	20	20	20	20	20	20	20	20	20	20
phase/r_N/cells/0_2	0.5	0.02	0.5	1500	0.48456513133208257	0.4631085318949343	0.9041394277673549	0.8034075703564728	0.41957429643527205	0.3402990384615385	-3.8595870078185377	-2.6830316961757097	0.7126174305449072	0.41540034796098463	4.572204438363445	3.0984320441366946	0.6679413031905241	0.531890663807376	0.9832872595889561	0.9259115387756337	0.11040140046637636	0.12225419022235337	0.8643121310647531	0.8089835084121905	17.810891666666667	18.950591666666668	-0.021456599437148248	-0.10073185741088186	-0.07927525797373361	1.1765553116428273	-0.29721708258392254	-1.47377239422675	-0.1360506393831481	-0.05737572081332226	0.011852789755977004	-0.055328622652562706	1.1397	0.012194388587633751	0.01704902890858449	0.02401505709734007	0.21292303761908787	0.09195849340615203	0.25150660852385975	0.013673033200707578	0.008314151207331895	0.004700981442306183	0.01001126751855857	0.4134682747328095	-0.046979748079867864	-0.13641588502085183	-0.12953935014645537	0.730902272168391	-0.48968842129014667	-2.0001817757098426	-0.1646686267689525	-0.0747774392822558	0.002013522517903094	-0.07628244638402237	0.27430095524952613	0.004066549205571368	-0.06504782980091188	-0.029011165801011846	1.6222083511172638	-0.10474574387769842	-0.9473630127436575	-0.1074326519973437	-0.03997400234438872	0.021692056994050912	-0.03437479892110303	2.005099044750474	20	20	20	20	20	20	20	20	20	20	20
phase/r_N/cells/2_0	0.5	0.02	0.5	500	0.5322115759849906	0.5163605816135084	0.8404906894934333	0.7995833020637899	0.3082791135084427	0.2832227204502814	-2.449493683833049	-1.8307345206787393	-4.971395964906168	0.4027247804802928	-2.5219022810731184	2.2334593011590322	0.588616818082124	0.5179413807536608	0.9464441107965816	0.9237817612388367	0.1221195971865888	0.10847088312867645	0.7045780527547569	0.7132810910879833	18.748685000000002	17.03821	-0.015850994371482137	-0.04090738742964348	-0.02505639305816133	0.6187591631543107	5.3741207453864615	4.75536158223215	-0.07067543732846313	-0.02266234955774486	-0.013648714057912365	0.008703038333226465	-1.7104750000000006	0.009519192516561737	0.031214620214648724	0.033963948910242465	0.1367372533883252	4.657975154149024	4.674717530970448	0.011011562940849358	0.0070619833569041035	0.0039263220280432365	0.008534090742133568	0.3008508157905544	-0.03577489328718943	-0.10624033838812313	-0.0961437551099937	0.3325648026788219	-4.3751332970837	-5.0289346576532195	-0.09372290344029194	-0.037443250595576294	-0.021866600507960077	-0.009159018872562355	-2.3401629942379945	0.00407290454422515	0.02442556352883618	0.04603096899367104	0.9049535236297994	15.123374787856623	14.539657822117519	-0.04762797121663431	-0.007881448519913428	-0.005430827607864654	0.026565095539015288	-1.0807870057620068	20	20	20	20	20	20	20	20	20	20	20
