contribution	rho	eta	metric	estimate	se	lower	upper	n
access	0.5	0.02	net_output_per_requested_position	0.2418570611409805	0.00948674213595982	0.2227927390635251	0.2609213832184359	50
access	0.5	0.02	outsourcing_rate	-0.0030941928109847706	0.0033341831581302716	-0.009794484721616727	0.003606099099647187	50
access	0.5	0.02	q_gap	0.2244349325404418	0.034322064060951334	0.15546216251639056	0.29340770256449306	50
access	0.5	0.02	rank_gap	0.0014307185741088118	0.004138543810631456	-0.006885996585510644	0.009747433733728267	50
access	0.5	0.02	self_fill_rate	0.001302030530505367	0.0005269172827892658	0.00024315060699663365	0.0023609104540141005	50
access	0.5	0.02	self_net_output_per_requested_position	0.04807707371525104	0.03705623810953092	-0.026390224770827128	0.1225443722013292	50
access	0.5	0.03	access_fraction	0.029428301003981028	0.0038353067398120273	0.021400911741520142	0.03745569026644191	20
access	0.5	0.03	agent_holdout_rank	-0.01603860225140712	0.005914311810299476	-0.02841739913563508	-0.0036598053671791607	20
access	0.5	0.03	betweenness	-0.05264294111025751	0.005824929474343157	-0.06483465861528968	-0.04045122360522533	20
access	0.5	0.03	broker_fill_rate	0.00011924917278197667	0.00021833084096268163	-0.0003377225291721111	0.0005762208747360644	20
access	0.5	0.03	broker_holdout_rank	-0.02794189024390243	0.005794056607108972	-0.04006899009518491	-0.015814790392619953	20
access	0.5	0.03	broker_net_output_per_requested_position	0.30145891205847075	0.015589416999892844	0.2688298872834932	0.3340879368334483	20
access	0.5	0.03	broker_selected_rank	-0.004114573421304913	0.004023966894160373	-0.01253683292492527	0.004307686082315444	20
access	0.5	0.03	mean_degree	2.0578925000000012	0.25456357310820893	1.5250848181083918	2.5907001818916107	20
access	0.5	0.03	net_output_per_requested_position	0.3014324166488241	0.014172398175459145	0.2717692463589357	0.3310955869387125	20
access	0.5	0.03	outsourcing_rate	0.002665246421672501	0.0033940724294986477	-0.00443862881567222	0.009769121659017221	20
access	0.5	0.03	q_gap	0.2578641164173227	0.028915574540372472	0.19734312335728663	0.31838510947735876	20
access	0.5	0.03	rank_gap	-0.011903287992495357	0.008417560304175228	-0.029521444188566635	0.005714868203575923	20
access	0.5	0.03	self_fill_rate	0.0024147838508785215	0.0008363092929114272	0.0006643683838896994	0.004165199317867343	20
access	0.5	0.03	self_net_output_per_requested_position	0.07164790411652167	0.02895941301648541	0.011035156071472596	0.13226065216157074	20
access	1.0	0.0	access_fraction	0.008729957956891217	0.0022510902504302714	0.004018371914096633	0.013441543999685801	20
access	1.0	0.0	agent_holdout_rank	-0.005187847091932462	0.0024586324133199933	-0.010333823873959161	-4.1870309905762786e-5	20
access	1.0	0.0	betweenness	-0.03172255573847364	0.001665138726726847	-0.03520773114743976	-0.02823738032950753	20
access	1.0	0.0	broker_fill_rate	-0.00022608337819178813	0.0002175042986260721	-0.0006813251071533653	0.000229158350769789	20
access	1.0	0.0	broker_holdout_rank	0.005491984052532861	0.0062319138663471845	-0.007551561574732488	0.01853552967979821	20
