contribution	rho	eta	metric	estimate	se	lower	upper	n
assessment	0.5	0.01	outsourcing_rate	0.24015030316740002	0.02530670212191848	0.18718276688847885	0.2931178394463212	20
assessment	0.5	0.01	q_gap	0.8793569678403745	0.08726411973899126	0.6967110661398989	1.06200286954085	20
assessment	0.5	0.01	rank_gap	0.049143325515947446	0.009128781778244992	0.030036565666636414	0.06825008536525848	20
assessment	0.5	0.01	self_fill_rate	0.0012725265736745872	0.000363032738358523	0.0005126903197524804	0.002032362827596694	20
assessment	0.5	0.01	self_net_output_per_requested_position	-0.6953197704080873	0.06701601410534871	-0.8355858999611487	-0.555053640855026	20
assessment	0.5	0.02	access_fraction	-0.08280890730197753	0.0018464380925544777	-0.08651946356966715	-0.0790983510342879	50
assessment	0.5	0.02	agent_holdout_rank	-0.07730947654784241	0.002826143301756473	-0.08298882414363089	-0.07163012895205394	50
assessment	0.5	0.02	betweenness	0.17818549103249276	0.008625694538363978	0.1608515088851556	0.19551947317982993	50
assessment	0.5	0.02	broker_fill_rate	0.007473052000800165	0.00038403494465660533	0.0067013048858259525	0.008244799115774377	50
assessment	0.5	0.02	broker_holdout_rank	-0.033966834896810516	0.0032451337540489785	-0.04048817533011959	-0.02744549446350144	50
assessment	0.5	0.02	broker_net_output_per_requested_position	0.25508447691490554	0.01937787175106558	0.21614318569569793	0.29402576813411313	50
assessment	0.5	0.02	broker_selected_rank	0.012891666472047423	0.000949180399492835	0.010984217045658183	0.014799115898436663	50
assessment	0.5	0.02	mean_degree	-7.884276	0.2790072200376592	-8.44496200036795	-7.323589999632051	50
assessment	0.5	0.02	net_output_per_requested_position	0.3092061790565066	0.008158984564667293	0.29281008571523154	0.32560227239778167	50
assessment	0.5	0.02	outsourcing_rate	0.14826747029070614	0.013127564859709737	0.12188664102482547	0.1746482995565868	50
assessment	0.5	0.02	q_gap	0.8811123740745112	0.06906966089950697	0.7423116938939482	1.019913054255074	50
assessment	0.5	0.02	rank_gap	0.043342641651031875	0.004038472965141168	0.035227026384468285	0.051458256917595466	50
assessment	0.5	0.02	self_fill_rate	0.0011419513156592865	0.0003304517071772427	0.00047788374784881685	0.001806018883469756	50
assessment	0.5	0.02	self_net_output_per_requested_position	-0.6507994583102718	0.056431841877221764	-0.7642034903323295	-0.537395426288214	50
assessment	0.5	0.03	access_fraction	-0.10504242750359497	0.004666108645582923	-0.1148087051392826	-0.09527614986790733	20
assessment	0.5	0.03	agent_holdout_rank	-0.0780401219512195	0.0057734506279794534	-0.09012409299251925	-0.06595615090991974	20
assessment	0.5	0.03	betweenness	0.15416282061325268	0.020194848115800617	0.11189451773175965	0.1964311234947457	20
assessment	0.5	0.03	broker_fill_rate	0.009025108894334633	0.0010691346956909992	0.006787384258850863	0.011262833529818403	20
assessment	0.5	0.03	broker_holdout_rank	-0.03742512195121949	0.005857412586554255	-0.049684827391471544	-0.025165416510967438	20
assessment	0.5	0.03	broker_net_output_per_requested_position	0.344309055142657	0.04114071383982382	0.2582005514603769	0.43041755882493704	20
assessment	0.5	0.03	broker_selected_rank	0.017768031333040037	0.004457975457144907	0.008437381467273864	0.027098681198806207	20
assessment	0.5	0.03	mean_degree	-6.501994999999996	0.40874957703020126	-7.35751769695343	-5.646472303046563	20
assessment	0.5	0.03	net_output_per_requested_position	0.3739308851264175	0.016175922112291234	0.3400742910431567	0.4077874792096783	20
assessment	0.5	0.03	outsourcing_rate	0.14082880652643304	0.0322923835105417	0.073240071064691	0.20841754198817508	20
assessment	0.5	0.03	q_gap	0.9335328015904725	0.14676263260078157	0.6263550812687475	1.2407105219121974	20
assessment	0.5	0.03	rank_gap	0.04061499999999996	0.008960927906667592	0.021859562341525987	0.059370437658473926	20
assessment	0.5	0.03	self_fill_rate	0.0018004968196398575	0.0009348925052754458	-0.00015625568218769815	0.0037572493214674133	20
assessment	0.5	0.03	self_net_output_per_requested_position	-0.6136751915773305	0.12005015192669947	-0.8649430472952846	-0.36240733585937646	20
assessment	1.0	0.0	access_fraction	-0.012627884119005218	0.003262093493946371	-0.01945552426956382	-0.0058002439684466155	20
assessment	1.0	0.0	agent_holdout_rank	-0.023608667917448416	0.0031869176662549484	-0.030278963252338816	-0.016938372582558016	20
assessment	1.0	0.0	betweenness	-0.0009693406216995562	0.0003181925577708835	-0.001635325299047721	-0.0003033559443513913	20
assessment	1.0	0.0	broker_fill_rate	0.0013002185432739732	0.00024393175408001227	0.0007896635143504953	0.0018107735721974512	20
assessment	1.0	0.0	broker_holdout_rank	0.17756058630393998	0.032907220052428625	0.10868498317049939	0.24643618943738055	20
assessment	1.0	0.0	broker_net_output_per_requested_position	0.04682433315736674	0.010164797303503649	0.02554916789294888	0.0680994984217846	20
assessment	1.0	0.0	broker_selected_rank	0.014818347737460246	0.0020359501033502822	0.010557055197573021	0.019079640277347473	20
assessment	1.0	0.0	mean_degree	-1.7344025000000003	0.9450462740513583	-3.712407084118441	0.2436020841184403	20
assessment	1.0	0.0	net_output_per_requested_position	0.006133511231276323	0.005090764685379238	-0.004521581710554772	0.01678860417310742	20
assessment	1.0	0.0	outsourcing_rate	0.03849731904395028	0.007414897956482099	0.02297775926005023	0.054016878827850334	20
assessment	1.0	0.0	q_gap	-0.00798961409300104	0.019468826309774215	-0.04873833587045584	0.03275910768445375	20
assessment	1.0	0.0	rank_gap	0.2011692542213884	0.03337723716560609	0.13130989396408382	0.271028614478693	20
assessment	1.0	0.0	self_fill_rate	3.349042138753866e-5	1.3066849852521023e-5	6.141190330870484e-6	6.0839652444206834e-5	20
assessment	1.0	0.0	self_net_output_per_requested_position	0.05012052840414447	0.015555726514258647	0.017562018626003997	0.08267903818228495	20
assessment	1.0	0.01	access_fraction	-0.05194000636362226	0.006240078915188643	-0.0650006416345182	-0.03887937109272632	20
assessment	1.0	0.01	agent_holdout_rank	-0.0968599765478424	0.009439096152563217	-0.11661623184703014	-0.07710372124865465	20
assessment	1.0	0.01	betweenness	-0.09572280407281297	0.01196654558175285	-0.12076907182359517	-0.07067653632203078	20
assessment	1.0	0.01	broker_fill_rate	0.007529956297697427	0.0008734842663206089	0.005701732717141198	0.009358179878253655	20
assessment	1.0	0.01	broker_holdout_rank	-0.031458944652908064	0.0037260554556857776	-0.03925766834971771	-0.023660220956098415	20
assessment	1.0	0.01	broker_net_output_per_requested_position	0.2669985170642889	0.03293102834080997	0.19807308261057188	0.3359239515180059	20
assessment	1.0	0.01	broker_selected_rank	0.013621002500969615	0.005183407147961169	0.002772006656494916	0.024469998345444312	20
assessment	1.0	0.01	mean_degree	-7.764855	0.9138152878821328	-9.677492378823358	-5.852217621176641	20
assessment	1.0	0.01	net_output_per_requested_position	0.1713765910367113	0.009345209147513064	0.1518168434974899	0.1909363385759327	20
assessment	1.0	0.01	outsourcing_rate	0.22369339576117125	0.02982905992433551	0.1612604558191501	0.2861263357031924	20
assessment	1.0	0.01	q_gap	0.4899823798356753	0.07397355344555344	0.33515395308407325	0.6448108065872773	20
assessment	1.0	0.01	rank_gap	0.06540103189493433	0.010838777182991583	0.042715210530561015	0.08808685325930765	20
assessment	1.0	0.01	self_fill_rate	0.003348945897412353	0.00023779873108524115	0.0028512274331431702	0.003846664361681536	20
assessment	1.0	0.01	self_net_output_per_requested_position	-0.24209781061503238	0.06272452619507243	-0.37338175274268315	-0.11081386848738164	20
assessment	1.0	0.03	access_fraction	-0.10231145734130616	0.008806895108935958	-0.12074450064896	-0.08387841403365232	20
assessment	1.0	0.03	agent_holdout_rank	-0.11174365853658537	0.003714656296768779	-0.11951852351958171	-0.10396879355358903	20
assessment	1.0	0.03	betweenness	-0.284471267870564	0.02770260584297362	-0.34245348826969996	-0.226489047471428	20
assessment	1.0	0.03	broker_fill_rate	0.010820243764188064	0.0017225310074409528	0.0072149449311499705	0.014425542597226157	20
assessment	1.0	0.03	broker_holdout_rank	-0.03587196060037525	0.005163985028762232	-0.04668030548217899	-0.025063615718571512	20
assessment	1.0	0.03	broker_net_output_per_requested_position	0.30874021054362744	0.05883090394058979	0.1856057134533884	0.4318747076338665	20
assessment	1.0	0.03	broker_selected_rank	0.03402743979366334	0.005652195107152414	0.022197259474184387	0.0458576201131423	20
assessment	1.0	0.03	mean_degree	-7.046732499999999	0.6063703978145072	-8.315880328506898	-5.777584671493099	20
assessment	1.0	0.03	net_output_per_requested_position	0.2664579577462634	0.009641799191789358	0.2462774401100737	0.28663847538245313	20
assessment	1.0	0.03	outsourcing_rate	0.1725449976528991	0.04650969826534311	0.07519908042026353	0.2698909148855347	20
assessment	1.0	0.03	q_gap	0.7365598431675254	0.14121252782802707	0.44099862563966197	1.0321210606953888	20
assessment	1.0	0.03	rank_gap	0.07587169793621014	0.004653203082350989	0.06613243195480263	0.08561096391761765	20
assessment	1.0	0.03	self_fill_rate	0.004554914801863175	0.0020440051749272318	0.0002767628034054141	0.008833066800320935	20
assessment	1.0	0.03	self_net_output_per_requested_position	-0.45047990922540293	0.09904089246895277	-0.6577748795329879	-0.24318493891781798	20
assessment_vs_access	0.0	0.0	access_fraction	-0.00805750780776785	0.0004013755206063916	-0.008897596427247686	-0.007217419188288014	20
assessment_vs_access	0.0	0.0	agent_holdout_rank	-0.02555314761119639	0.004245138872392304	-0.03443832538541725	-0.01666796983697553	20
assessment_vs_access	0.0	0.0	betweenness	0.2057889560629877	0.00795290777218257	0.18914332879331877	0.22243458333265662	20
assessment_vs_access	0.0	0.0	broker_fill_rate	0.0025812476497441227	0.00024068048271087377	0.0020774976100036606	0.003084997689484585	20
assessment_vs_access	0.0	0.0	broker_holdout_rank	-0.05877306517330906	0.012821385144384249	-0.08560853269133865	-0.03193759765527947	20
assessment_vs_access	0.0	0.0	broker_net_output_per_requested_position	0.005886754422280882	0.014256076186614257	-0.023951555957780243	0.035725064802342006	20
assessment_vs_access	0.0	0.0	broker_selected_rank	-0.005105916528677923	0.0016292075532366628	-0.008515887127225966	-0.001695945930129881	20
assessment_vs_access	0.0	0.0	mean_degree	-16.539212499999998	0.6907147186246075	-17.98489502081517	-15.093529979184828	20
assessment_vs_access	0.0	0.0	net_output_per_requested_position	0.07647871656856098	0.0034638168248736887	0.06922886463403613	0.08372856850308583	20
assessment_vs_access	0.0	0.0	outsourcing_rate	0.06362532602941465	0.003982470558763983	0.05528991935394873	0.07196073270488057	20
assessment_vs_access	0.0	0.0	q_gap	-0.1523161828060168	0.02990215529170423	-0.21490211311020646	-0.08973025250182713	20
assessment_vs_access	0.0	0.0	rank_gap	-0.03321991756211266	0.012750843481121689	-0.05990773968209574	-0.006532095442129574	20
assessment_vs_access	0.0	0.0	self_fill_rate	0.00022122814426090988	3.859690894687346e-5	0.00014044388540929641	0.00030201240311252334	20
assessment_vs_access	0.0	0.0	self_net_output_per_requested_position	0.1852081314486025	0.016337866550590767	0.15101258376050308	0.2194036791367019	20
assessment_vs_access	0.0	0.01	access_fraction	-0.06310113105727631	0.0016068719655874604	-0.06646435273360524	-0.0597379093809474	20
assessment_vs_access	0.0	0.01	agent_holdout_rank	-0.055867987283718924	0.006096806245937912	-0.0686287494115338	-0.04310722515590405	20
assessment_vs_access	0.0	0.01	betweenness	0.25352270469911875	0.0056270236895479145	0.24174520876216957	0.2653002006360679	20
assessment_vs_access	0.0	0.01	broker_fill_rate	0.005561188604200335	0.0002374031401247024	0.005064298121327266	0.006058079087073403	20
assessment_vs_access	0.0	0.01	broker_holdout_rank	-0.045368283207307666	0.0048927576810316835	-0.055608942726097996	-0.03512762368851734	20
assessment_vs_access	0.0	0.01	broker_net_output_per_requested_position	-0.08184096451798242	0.01274347735541513	-0.10851336915967388	-0.05516855987629096	20
assessment_vs_access	0.0	0.01	broker_selected_rank	0.009724024390151053	0.0012034124369334884	0.007205253212275139	0.012242795568026967	20
assessment_vs_access	0.0	0.01	mean_degree	-12.124142499999996	0.2380104762531472	-12.62230415199901	-11.625980848000982	20
assessment_vs_access	0.0	0.01	net_output_per_requested_position	0.07682552011569736	0.01285075290682513	0.04992858516445486	0.10372245506693986	20
assessment_vs_access	0.0	0.01	outsourcing_rate	0.1637994367992626	0.00543217937432615	0.15242975470093728	0.1751691188975879	20
assessment_vs_access	0.0	0.01	q_gap	0.13775179669596005	0.06513310321894313	0.0014266449204527742	0.27407694847146735	20
assessment_vs_access	0.0	0.01	rank_gap	0.010499704076411367	0.007074523997556632	-0.004307444823963497	0.025306852976786233	20
assessment_vs_access	0.0	0.01	self_fill_rate	0.0010425930882883184	0.0005935067960233004	-0.00019963091224325545	0.002284817088819892	20
assessment_vs_access	0.0	0.01	self_net_output_per_requested_position	-0.20755860194993767	0.07124849152842647	-0.35668340855924097	-0.05843379534063439	20
assessment_vs_access	0.0	0.03	access_fraction	-0.12746163254735007	0.0014312509168689837	-0.13045727514425082	-0.12446598995044934	20
assessment_vs_access	0.0	0.03	agent_holdout_rank	-0.08752495608050485	0.004926791223943436	-0.09783684862326622	-0.07721306353774349	20
assessment_vs_access	0.0	0.03	betweenness	0.15837409706139768	0.0034540505784919364	0.15114468611547113	0.16560350800732423	20
assessment_vs_access	0.0	0.03	broker_fill_rate	0.005686421418446335	0.00030387481623140173	0.005050404118545107	0.006322438718347563	20
assessment_vs_access	0.0	0.03	broker_holdout_rank	-0.030943777123960035	0.002314442901619581	-0.03578796178960438	-0.02609959245831569	20
assessment_vs_access	0.0	0.03	broker_net_output_per_requested_position	-0.04882500294440302	0.01308389883596306	-0.07620991793351858	-0.021440087955287457	20
assessment_vs_access	0.0	0.03	broker_selected_rank	0.018448738768629642	0.001011503102139081	0.01633163844474392	0.020565839092515362	20
assessment_vs_access	0.0	0.03	mean_degree	-9.15432	0.13970237887436948	-9.44672043944212	-8.861919560557881	20
assessment_vs_access	0.0	0.03	net_output_per_requested_position	0.03949804384938327	0.012529299400663222	0.013273918818911528	0.065722168879855	20
assessment_vs_access	0.0	0.03	outsourcing_rate	0.0812797028383607	0.005255283843720789	0.07028026734070972	0.09227913833601167	20
assessment_vs_access	0.0	0.03	q_gap	0.46885029754858715	0.044936568304387914	0.3747969791649412	0.562903615932233	20
assessment_vs_access	0.0	0.03	rank_gap	0.056581178956544784	0.004762965683461895	0.046612177210737724	0.06655018070235184	20
assessment_vs_access	0.0	0.03	self_fill_rate	-0.0009331885074218893	0.0007051400697258154	-0.0024090636350851736	0.0005426866202413952	20
assessment_vs_access	0.0	0.03	self_net_output_per_requested_position	-0.5676540682531201	0.03963042496104577	-0.6506015009830124	-0.48470663552322785	20
assessment_vs_access	0.5	0.0	access_fraction	-0.014496241809039963	0.0008394676656633372	-0.01625326782617132	-0.012739215791908606	20
assessment_vs_access	0.5	0.0	agent_holdout_rank	-0.013306130393996224	0.0027964136677065903	-0.019159091466582283	-0.007453169321410165	20
assessment_vs_access	0.5	0.0	betweenness	0.17189430901689615	0.006760508726434444	0.15774440163243156	0.18604421640136073	20
assessment_vs_access	0.5	0.0	broker_fill_rate	0.004105021323422481	0.00037783240013540624	0.00331420902140425	0.004895833625440712	20
assessment_vs_access	0.5	0.0	broker_holdout_rank	0.03249113977485933	0.011579760898946655	0.008254421669067192	0.056727857880651475	20
assessment_vs_access	0.5	0.0	broker_net_output_per_requested_position	0.03179553297599904	0.012506527402500568	0.005619070285448675	0.057971995666549404	20
assessment_vs_access	0.5	0.0	broker_selected_rank	-0.00015724453214421285	0.0017736225433332834	-0.0038694791787816196	0.003554990114493194	20
assessment_vs_access	0.5	0.0	mean_degree	-20.509499999999996	0.9772387770827603	-22.554884267334774	-18.464115732665217	20
assessment_vs_access	0.5	0.0	net_output_per_requested_position	0.07334195335732714	0.003095803897073643	0.06686236133302102	0.07982154538163326	20
assessment_vs_access	0.5	0.0	outsourcing_rate	0.07851663775194735	0.0054789976808787945	0.0670489638118207	0.089984311692074	20
assessment_vs_access	0.5	0.0	q_gap	-0.24649428869882115	0.04074444254814605	-0.3317733870355482	-0.16121519036209409	20
assessment_vs_access	0.5	0.0	rank_gap	0.045797270168855556	0.011829998833492545	0.021036798046733415	0.07055774229097769	20
assessment_vs_access	0.5	0.0	self_fill_rate	0.0002152881860291056	5.2982930463878325e-5	0.00010439363809516544	0.0003261827339630457	20
assessment_vs_access	0.5	0.0	self_net_output_per_requested_position	0.2744089800868178	0.029510504336477065	0.21264278465285058	0.336175175520785	20
assessment_vs_access	0.5	0.001	access_fraction	-0.021868165576381236	0.0010654684843833414	-0.024098216743409534	-0.01963811440935294	20
assessment_vs_access	0.5	0.001	agent_holdout_rank	-0.015412195121951217	0.0029937416706848196	-0.021678168451379064	-0.00914622179252337	20
assessment_vs_access	0.5	0.001	betweenness	0.28285959798730353	0.0074637639644681425	0.26723776047324577	0.2984814355013613	20
assessment_vs_access	0.5	0.001	broker_fill_rate	0.005218864452780037	0.00039424446227677364	0.00439370130991748	0.006044027595642593	20
assessment_vs_access	0.5	0.001	broker_holdout_rank	0.0025467354596622306	0.011079682072414184	-0.02064330563309717	0.02573677655242163	20
assessment_vs_access	0.5	0.001	broker_net_output_per_requested_position	0.059631958258633724	0.017318042074060413	0.023384879622370104	0.09587903689489735	20
assessment_vs_access	0.5	0.001	broker_selected_rank	0.0037590562597760004	0.0013908374243392467	0.0008480000748626597	0.0066701124446893415	20
assessment_vs_access	0.5	0.001	mean_degree	-17.558739999999997	0.8483751038137861	-19.3344094994434	-15.783070500556596	20
assessment_vs_access	0.5	0.001	net_output_per_requested_position	0.07639649542483747	0.011139494976917208	0.053081264484189206	0.09971172636548573	20
assessment_vs_access	0.5	0.001	outsourcing_rate	0.17545330988900892	0.007124786071498798	0.16054096125884865	0.1903656585191692	20
assessment_vs_access	0.5	0.001	q_gap	-0.3133947518466357	0.04899116286355696	-0.41593443417349546	-0.2108550695197759	20
assessment_vs_access	0.5	0.001	rank_gap	0.017958930581613457	0.01152413518508674	-0.0061613615670262495	0.04207922273025316	20
assessment_vs_access	0.5	0.001	self_fill_rate	0.0010820788795790348	6.94474798991075e-5	0.0009367236336321653	0.0012274341255259045	20
assessment_vs_access	0.5	0.001	self_net_output_per_requested_position	0.3736143586541064	0.037574008375165426	0.29497105530434586	0.45225766200386697	20
assessment_vs_access	0.5	0.01	access_fraction	-0.07136289296368573	0.0023128765227210944	-0.07620379916061723	-0.06652198676675422	20
assessment_vs_access	0.5	0.01	agent_holdout_rank	-0.0315641416510319	0.0032859193965131778	-0.038441649988780816	-0.024686633313282982	20
assessment_vs_access	0.5	0.01	betweenness	0.3280977485491503	0.013473441702285814	0.299897510970598	0.3562979861277026	20
assessment_vs_access	0.5	0.01	broker_fill_rate	0.006602228234412072	0.0004747503139547458	0.005608564407466892	0.0075958920613572525	20
assessment_vs_access	0.5	0.01	broker_holdout_rank	-0.004424221388367772	0.005767241405442249	-0.016495196377537987	0.007646753600802443	20
assessment_vs_access	0.5	0.01	broker_net_output_per_requested_position	0.025772003916371022	0.026375578676936132	-0.0294327167033952	0.08097672453613725	20
assessment_vs_access	0.5	0.01	broker_selected_rank	0.009603999224759402	0.002340848185506304	0.004704547664776663	0.01450345078474214	20
assessment_vs_access	0.5	0.01	mean_degree	-11.215767500000002	0.4000146561011531	-12.053007797335583	-10.37852720266442	20
assessment_vs_access	0.5	0.01	net_output_per_requested_position	0.0792847775804348	0.014240812485998362	0.04947841449292203	0.10909114066794756	20
assessment_vs_access	0.5	0.01	outsourcing_rate	0.24030149727291422	0.017861833792535673	0.20291624948929385	0.27768674505653457	20
assessment_vs_access	0.5	0.01	q_gap	0.4123111260621492	0.05946943874694549	0.2878401602626307	0.5367820918616677	20
assessment_vs_access	0.5	0.01	rank_gap	0.027139920262664142	0.006046947159604073	0.014483514401876814	0.03979632612345147	20
assessment_vs_access	0.5	0.01	self_fill_rate	0.0014731908338468213	0.0004336543158750146	0.0005655419194224364	0.0023808397482712063	20
assessment_vs_access	0.5	0.01	self_net_output_per_requested_position	-0.36407783218348805	0.06471011298324852	-0.49951765522090663	-0.22863800914606944	20
assessment_vs_access	0.5	0.02	access_fraction	-0.10389651609526988	0.0012390113959566606	-0.10638640271510533	-0.10140662947543444	50
assessment_vs_access	0.5	0.02	agent_holdout_rank	-0.05004760600375235	0.002667341964247694	-0.055407830364060176	-0.04468738164344452	50
assessment_vs_access	0.5	0.02	betweenness	0.23829383771714105	0.008549288810850398	0.22111339862779	0.2554742768064921	50
assessment_vs_access	0.5	0.02	broker_fill_rate	0.007346751498077037	0.00035681653614384637	0.006629701822844133	0.008063801173309942	50
assessment_vs_access	0.5	0.02	broker_holdout_rank	-0.008135682926829303	0.0018184061640808566	-0.011789906925209362	-0.0044814589284492435	50
assessment_vs_access	0.5	0.02	broker_net_output_per_requested_position	-0.0004935377767318983	0.018510256219752833	-0.03769129030886468	0.03670421475540089	50
assessment_vs_access	0.5	0.02	broker_selected_rank	0.01586372720731654	0.0008505368390101232	0.014154509437375618	0.017572944977257463	50
assessment_vs_access	0.5	0.02	mean_degree	-10.08781	0.17424395393721256	-10.43796633505171	-9.737653664948288	50
assessment_vs_access	0.5	0.02	net_output_per_requested_position	0.06734911791552609	0.009458992258596128	0.04834056130445413	0.08635767452659804	50
assessment_vs_access	0.5	0.02	outsourcing_rate	0.1513616631016909	0.012349110806181531	0.1265451958250234	0.17617813037835842	50
assessment_vs_access	0.5	0.02	q_gap	0.6566774415340695	0.05492414636921016	0.5463032370700429	0.767051645998096	50
assessment_vs_access	0.5	0.02	rank_gap	0.041911923076923055	0.003050882532868477	0.03578094508748043	0.04804290106636568	50
assessment_vs_access	0.5	0.02	self_fill_rate	-0.00016007921484608055	0.00040090820017431853	-0.0009657344062784434	0.0006455759765862823	50
assessment_vs_access	0.5	0.02	self_net_output_per_requested_position	-0.6988765320255229	0.047620340725834265	-0.7945731895318164	-0.6031798745192294	50
assessment_vs_access	0.5	0.03	access_fraction	-0.134470728507576	0.002620124038699016	-0.13995471114610647	-0.12898674586904552	20
assessment_vs_access	0.5	0.03	agent_holdout_rank	-0.06200151969981238	0.0036210067968774073	-0.06958037402685277	-0.05442266537277198	20
assessment_vs_access	0.5	0.03	betweenness	0.20680576172351017	0.019251592017903708	0.1665117165443827	0.24709980690263764	20
assessment_vs_access	0.5	0.03	broker_fill_rate	0.008905859721552657	0.000995570904064478	0.006822105871476676	0.010989613571628637	20
assessment_vs_access	0.5	0.03	broker_holdout_rank	-0.009483231707317064	0.0016427647803879493	-0.012921577908403826	-0.006044885506230302	20
assessment_vs_access	0.5	0.03	broker_net_output_per_requested_position	0.0428501430841862	0.04304679523243644	-0.04724783480249221	0.13294812097086461	20
assessment_vs_access	0.5	0.03	broker_selected_rank	0.021882604754344948	0.0016723477544189056	0.01838234067701046	0.025382868831679437	20
assessment_vs_access	0.5	0.03	mean_degree	-8.5598875	0.3175324620345514	-9.224490581093809	-7.895284418906191	20
assessment_vs_access	0.5	0.03	net_output_per_requested_position	0.07249846847759338	0.012238716866041752	0.04688253968187531	0.09811439727331145	20
assessment_vs_access	0.5	0.03	outsourcing_rate	0.13816356010476055	0.03155885091654174	0.07211012600695296	0.20421699420256814	20
assessment_vs_access	0.5	0.03	q_gap	0.6756686851731498	0.13298763235444394	0.3973223717164899	0.9540149986298098	20
assessment_vs_access	0.5	0.03	rank_gap	0.05251828799249532	0.004062404521566006	0.044015577610120586	0.06102099837487005	20
assessment_vs_access	0.5	0.03	self_fill_rate	-0.0006142870312386639	0.0011052236982292028	-0.002927546817134496	0.0016989727546571683	20
assessment_vs_access	0.5	0.03	self_net_output_per_requested_position	-0.6853230956938522	0.10794405034449933	-0.9112525895951509	-0.4593936017925535	20
assessment_vs_access	1.0	0.0	access_fraction	-0.021357842075896437	0.002094638522509204	-0.025741970888798482	-0.01697371326299439	20
assessment_vs_access	1.0	0.0	agent_holdout_rank	-0.018420820825515955	0.0027278158935919758	-0.024130205106801257	-0.012711436544230653	20
assessment_vs_access	1.0	0.0	betweenness	0.030753215116774084	0.0015943549884147935	0.02741619177475604	0.03409023845879213	20
assessment_vs_access	1.0	0.0	broker_fill_rate	0.0015263019214657614	0.0001672946185483005	0.001176150260671106	0.001876453582260417	20
assessment_vs_access	1.0	0.0	broker_holdout_rank	0.17206860225140713	0.0329033632972011	0.10320107139942972	0.24093613310338455	20
assessment_vs_access	1.0	0.0	broker_net_output_per_requested_position	0.1032173554992876	0.012789401691429303	0.07644883011763574	0.12998588088093946	20
assessment_vs_access	1.0	0.0	broker_selected_rank	0.007797713483954349	0.001320191920761237	0.005034520037365571	0.010560906930543127	20
assessment_vs_access	1.0	0.0	mean_degree	-35.02978	1.5147102227228317	-38.200104931617055	-31.859455068382946	20
assessment_vs_access	1.0	0.0	net_output_per_requested_position	0.052364420013756255	0.006391115475544932	0.03898766158893951	0.065741178438573	20
assessment_vs_access	1.0	0.0	outsourcing_rate	0.032675662725882196	0.0025631405202025726	0.027310947962269582	0.038040377489494806	20
assessment_vs_access	1.0	0.0	q_gap	0.023009828294904538	0.01446535101962411	-0.007266499344628492	0.05328615593443757	20
assessment_vs_access	1.0	0.0	rank_gap	0.19048942307692313	0.03352395363479336	0.12032298172043174	0.2606558644334145	20
assessment_vs_access	1.0	0.0	self_fill_rate	4.9457451735351875e-5	1.2002455687193676e-5	2.4336023270085693e-5	7.457888020061806e-5	20
assessment_vs_access	1.0	0.0	self_net_output_per_requested_position	0.07488363639431297	0.005613268326881547	0.06313493076230162	0.08663234202632433	20
assessment_vs_access	1.0	0.01	access_fraction	-0.06422055003546667	0.002700753118920629	-0.06987329127838582	-0.05856780879254753	20
assessment_vs_access	1.0	0.01	agent_holdout_rank	-0.015212640712945553	0.00513047853250453	-0.02595085569210298	-0.004474425733788126	20
assessment_vs_access	1.0	0.01	betweenness	0.22845561037576217	0.01046913899413027	0.2065434506321035	0.25036777011942085	20
assessment_vs_access	1.0	0.01	broker_fill_rate	0.00659811520009187	0.0006551675353423872	0.005226833788952848	0.007969396611230892	20
assessment_vs_access	1.0	0.01	broker_holdout_rank	-0.018789835834896802	0.0025554201159422143	-0.024138391606682727	-0.013441280063110878	20
assessment_vs_access	1.0	0.01	broker_net_output_per_requested_position	0.1925478095059247	0.02951443958824082	0.13077337749535578	0.25432224151649363	20
assessment_vs_access	1.0	0.01	broker_selected_rank	0.01117563046687715	0.003298035544167752	0.004272762740640446	0.018078498193113857	20
assessment_vs_access	1.0	0.01	mean_degree	-11.30412	0.5502876032895987	-12.455885190527827	-10.152354809472172	20
assessment_vs_access	1.0	0.01	net_output_per_requested_position	0.07725861709636576	0.0059175964469087745	0.06487294538870456	0.08964428880402697	20
assessment_vs_access	1.0	0.01	outsourcing_rate	0.18680151350240728	0.02036050819406408	0.14418648009225368	0.2294165469125609	20
assessment_vs_access	1.0	0.01	q_gap	0.5818882877277027	0.07057361068602808	0.43417602295539864	0.7296005525000069	20
assessment_vs_access	1.0	0.01	rank_gap	-0.003577195121951247	0.004510171995290829	-0.013017093597613674	0.00586270335371118	20
assessment_vs_access	1.0	0.01	self_fill_rate	0.003619031054355665	0.00023617946442955535	0.0031247017541473337	0.004113360354563996	20
assessment_vs_access	1.0	0.01	self_net_output_per_requested_position	-0.39249799908234245	0.06562350453453905	-0.5298495726077055	-0.2551464255569794	20
assessment_vs_access	1.0	0.03	access_fraction	-0.12280746912968374	0.0038513243186693276	-0.13086838356998634	-0.11474655468938114	20
assessment_vs_access	1.0	0.03	agent_holdout_rank	-0.04980797373358346	0.004339823239548105	-0.05889132816583784	-0.04072461930132908	20
assessment_vs_access	1.0	0.03	betweenness	0.24892142578488716	0.022412675061766207	0.20201115775697323	0.29583169381280106	20
assessment_vs_access	1.0	0.03	broker_fill_rate	0.01024421633170387	0.0017240379295238248	0.006635763474498207	0.013852669188909532	20
assessment_vs_access	1.0	0.03	broker_holdout_rank	-0.013802870544090084	0.002306089399634219	-0.018629571129140522	-0.008976169959039645	20
