broker_service	rho	eta	metric	estimate	se	lower	upper	n
assessment_only	0.0	0.01	self_net_output_per_requested_position	3.9512727790241984	0.07156093835318109	3.80149401369496	4.101051544353437	20
assessment_only	0.0	0.03	access_fraction	0.10963194218193613	0.0011475366072666005	0.10723012045961303	0.11203376390425923	20
assessment_only	0.0	0.03	agent_holdout_rank	0.6062098355032501	0.009197179632412171	0.5869599172998973	0.625459753706603	20
assessment_only	0.0	0.03	betweenness	0.9111063462728168	0.0012739999755593335	0.9084398336786556	0.9137728588669781	20
assessment_only	0.0	0.03	broker_fill_rate	0.9998207979551232	1.577392271912314e-5	0.9997877827554398	0.9998538131548067	20
assessment_only	0.0	0.03	broker_holdout_rank	0.9546732943885381	0.0021365015708209745	0.9502015452085286	0.9591450435685476	20
assessment_only	0.0	0.03	broker_net_output_per_requested_position	4.877815022851867	0.0787678971946863	4.712951919308228	5.042678126395506	20
assessment_only	0.0	0.03	broker_selected_rank	0.9446792384759831	0.003919696004846745	0.9364752204518707	0.9528832565000955	20
assessment_only	0.0	0.03	mean_degree	13.306877499999999	0.06392604500463184	13.173078750102116	13.440676249897882	20
assessment_only	0.0	0.03	net_output_per_requested_position	4.8667943176698705	0.07809116504853522	4.703347630786517	5.030241004553224	20
assessment_only	0.0	0.03	outsourcing_rate	0.9935360901373931	0.0007409172678015331	0.991985332473558	0.9950868478012281	20
assessment_only	0.0	0.03	q_gap	1.6145609602165507	0.06076601225753463	1.4873762348710606	1.7417456855620408	20
assessment_only	0.0	0.03	rank_gap	0.3484634588852882	0.008929482886340283	0.32977383641075064	0.3671530813598257	20
assessment_only	0.0	0.03	self_fill_rate	0.997141513661932	0.0006535151181322684	0.9957736907997617	0.9985093365241023	20
assessment_only	0.0	0.03	self_net_output_per_requested_position	3.19531516433208	0.04350240242392525	3.104263589634254	3.286366739029906	20
assessment_only	0.5	0.0	access_fraction	0.0012839839881001514	0.00010171214857743705	0.0010710980145020239	0.001496869961698279	20
assessment_only	0.5	0.0	agent_holdout_rank	0.691095089118199	0.005673441986016341	0.6792204385701767	0.7029697396662212	20
assessment_only	0.5	0.0	betweenness	0.28524622174604675	0.011687590254004704	0.2607838142063468	0.3097086292857467	20
assessment_only	0.5	0.0	broker_fill_rate	0.9998154104839614	0.00012242059885995775	0.9995591812257925	1.0000716397421303	20
assessment_only	0.5	0.0	broker_holdout_rank	0.9220929502814258	0.006139241626263226	0.9092433698818321	0.9349425306810195	20
assessment_only	0.5	0.0	broker_net_output_per_requested_position	4.207627914955823	0.059693914325673246	4.0826871163703995	4.332568713541246	20
assessment_only	0.5	0.0	broker_selected_rank	0.9213402223021806	0.005479920507197126	0.9098706168643717	0.9328098277399895	20
assessment_only	0.5	0.0	mean_degree	48.369732500000005	0.6775136567984109	46.95168011913079	49.78778488086922	20
assessment_only	0.5	0.0	net_output_per_requested_position	4.7434908682210635	0.05192766506128955	4.634805016158526	4.852176720283601	20
assessment_only	0.5	0.0	outsourcing_rate	0.5215243070599869	0.018184155761102903	0.48346443164289105	0.5595841824770826	20
assessment_only	0.5	0.0	q_gap	-1.1038739373151152	0.07194992238074162	-1.2544668555708183	-0.9532810190594122	20
assessment_only	0.5	0.0	rank_gap	0.23099786116322701	0.009301184328215707	0.21153025862978594	0.2504654636966681	20
assessment_only	0.5	0.0	self_fill_rate	0.9998846105982977	1.6451470085566345e-5	0.9998501772756783	0.9999190439209171	20
assessment_only	0.5	0.0	self_net_output_per_requested_position	5.331228870341485	0.0761994716461809	5.171741543252825	5.490716197430146	20
assessment_only	0.5	0.001	access_fraction	0.010754303990339772	0.0003870104525631182	0.00994428180381772	0.011564326176861824	20
assessment_only	0.5	0.001	agent_holdout_rank	0.6764426829268293	0.006637316322076933	0.6625506202080054	0.6903347456456532	20
assessment_only	0.5	0.001	betweenness	0.45148568585181154	0.012287464635144175	0.42576772680276337	0.4772036449008597	20
assessment_only	0.5	0.001	broker_fill_rate	0.9994719065216785	0.00018015707376280572	0.9990948334327211	0.9998489796106359	20
assessment_only	0.5	0.001	broker_holdout_rank	0.9317521622889305	0.006835982202103613	0.9174442871044206	0.9460600374734405	20
assessment_only	0.5	0.001	broker_net_output_per_requested_position	4.381020743326333	0.06581503190718029	4.243268298402954	4.518773188249712	20
assessment_only	0.5	0.001	broker_selected_rank	0.9346734220438435	0.00472935537866086	0.924774767474461	0.9445720766132261	20
assessment_only	0.5	0.001	mean_degree	35.14907	0.5288465691881767	34.04218140959784	36.255958590402166	20
assessment_only	0.5	0.001	net_output_per_requested_position	4.701035783474971	0.052677721895703515	4.590780044415832	4.81129152253411	20
