broker_service	rho	eta	seed	metric	late_value
access_only	0.0	0.01	10	access_fraction	0.10887306170582227
access_only	0.0	0.01	10	agent_holdout_rank	0.7104679174484051
access_only	0.0	0.01	10	betweenness	0.6056165907310085
access_only	0.0	0.01	10	broker_fill_rate	0.9947541904822982
access_only	0.0	0.01	10	broker_holdout_rank	0.9789993433395873
access_only	0.0	0.01	10	broker_net_output_per_requested_position	4.961766735798433
access_only	0.0	0.01	10	broker_selected_rank	0.928791178029182
access_only	0.0	0.01	10	mean_degree	30.18505
access_only	0.0	0.01	10	net_output_per_requested_position	4.81088680249796
access_only	0.0	0.01	10	outsourcing_rate	0.8274917528121026
access_only	0.0	0.01	10	q_gap	0.8595970177033557
access_only	0.0	0.01	10	rank_gap	0.26853142589118206
access_only	0.0	0.01	10	self_fill_rate	0.9972325202777241
access_only	0.0	0.01	10	self_net_output_per_requested_position	4.088099477143534
access_only	0.0	0.01	11	access_fraction	0.11260134115643719
access_only	0.0	0.01	11	agent_holdout_rank	0.7095529147004757
access_only	0.0	0.01	11	betweenness	0.5983343106509877
access_only	0.0	0.01	11	broker_fill_rate	0.9923565027574532
access_only	0.0	0.01	11	broker_holdout_rank	0.9815492428980235
access_only	0.0	0.01	11	broker_net_output_per_requested_position	5.660015333215817
access_only	0.0	0.01	11	broker_selected_rank	0.9647093324680747
access_only	0.0	0.01	11	mean_degree	28.744550000000004
access_only	0.0	0.01	11	net_output_per_requested_position	5.349645464315783
access_only	0.0	0.01	11	outsourcing_rate	0.8018888017030326
access_only	0.0	0.01	11	q_gap	1.5637131131921032
access_only	0.0	0.01	11	rank_gap	0.2719963281975478
access_only	0.0	0.01	11	self_fill_rate	0.9957445097609977
access_only	0.0	0.01	11	self_net_output_per_requested_position	4.0936057996130115
access_only	0.0	0.01	12	access_fraction	0.10557948805084179
access_only	0.0	0.01	12	agent_holdout_rank	0.6932061913696059
access_only	0.0	0.01	12	betweenness	0.6122679838605585
access_only	0.0	0.01	12	broker_fill_rate	0.9946374748860263
access_only	0.0	0.01	12	broker_holdout_rank	0.9837984052532833
access_only	0.0	0.01	12	broker_net_output_per_requested_position	5.4357697240898215
access_only	0.0	0.01	12	broker_selected_rank	0.9577329799132744
access_only	0.0	0.01	12	mean_degree	29.249599999999994
access_only	0.0	0.01	12	net_output_per_requested_position	5.224802141519264
access_only	0.0	0.01	12	outsourcing_rate	0.8157366059108139
access_only	0.0	0.01	12	q_gap	1.1618778612025507
access_only	0.0	0.01	12	rank_gap	0.29059221388367734
access_only	0.0	0.01	12	self_fill_rate	0.9968877445466988
access_only	0.0	0.01	12	self_net_output_per_requested_position	4.29131931412673
access_only	0.0	0.01	13	access_fraction	0.10927473460027845
access_only	0.0	0.01	13	agent_holdout_rank	0.7151776735459662
access_only	0.0	0.01	13	betweenness	0.6331257075901441
access_only	0.0	0.01	13	broker_fill_rate	0.99291401092285
access_only	0.0	0.01	13	broker_holdout_rank	0.9781625703564728
access_only	0.0	0.01	13	broker_net_output_per_requested_position	5.811062509743044
access_only	0.0	0.01	13	broker_selected_rank	0.958297737934178
access_only	0.0	0.01	13	mean_degree	28.800199999999997
access_only	0.0	0.01	13	net_output_per_requested_position	5.576116442475388
access_only	0.0	0.01	13	outsourcing_rate	0.8490686787961541
access_only	0.0	0.01	13	q_gap	1.5409482076665804
access_only	0.0	0.01	13	rank_gap	0.2629848968105066
access_only	0.0	0.01	13	self_fill_rate	0.9964457791451558
access_only	0.0	0.01	13	self_net_output_per_requested_position	4.256169046993419
access_only	0.0	0.01	14	access_fraction	0.11375312255882095
access_only	0.0	0.01	14	agent_holdout_rank	0.6684206378986867
access_only	0.0	0.01	14	betweenness	0.6318999989992555
access_only	0.0	0.01	14	broker_fill_rate	0.9947031096336529
access_only	0.0	0.01	14	broker_holdout_rank	0.9819258911819887
access_only	0.0	0.01	14	broker_net_output_per_requested_position	4.644889558150888
access_only	0.0	0.01	14	broker_selected_rank	0.9025226138794714
access_only	0.0	0.01	14	mean_degree	30.3159
access_only	0.0	0.01	14	net_output_per_requested_position	4.514500356542245
access_only	0.0	0.01	14	outsourcing_rate	0.8600525645284309
access_only	0.0	0.01	14	q_gap	0.9133782252055397
access_only	0.0	0.01	14	rank_gap	0.3135052532833021
access_only	0.0	0.01	14	self_fill_rate	0.9970121299528465
access_only	0.0	0.01	14	self_net_output_per_requested_position	3.7136516671310567
access_only	0.0	0.01	15	access_fraction	0.11108458113896472
access_only	0.0	0.01	15	agent_holdout_rank	0.6556894934333958
access_only	0.0	0.01	15	betweenness	0.6163141415090059
access_only	0.0	0.01	15	broker_fill_rate	0.9953355451610946
access_only	0.0	0.01	15	broker_holdout_rank	0.961071857410882
access_only	0.0	0.01	15	broker_net_output_per_requested_position	4.862588105933666
access_only	0.0	0.01	15	broker_selected_rank	0.9038913375653503
access_only	0.0	0.01	15	mean_degree	28.51355
access_only	0.0	0.01	15	net_output_per_requested_position	4.714040874734896
access_only	0.0	0.01	15	outsourcing_rate	0.809888208639895
access_only	0.0	0.01	15	q_gap	0.7574424642608166
access_only	0.0	0.01	15	rank_gap	0.3053823639774859
access_only	0.0	0.01	15	self_fill_rate	0.9968790011734494
access_only	0.0	0.01	15	self_net_output_per_requested_position	4.0812678071255775
access_only	0.0	0.01	16	access_fraction	0.11419718511635983
access_only	0.0	0.01	16	agent_holdout_rank	0.6606051594746716
access_only	0.0	0.01	16	betweenness	0.5669807299074563
access_only	0.0	0.01	16	broker_fill_rate	0.9955222930896397
access_only	0.0	0.01	16	broker_holdout_rank	0.9830815196998126
access_only	0.0	0.01	16	broker_net_output_per_requested_position	4.819317692115302
access_only	0.0	0.01	16	broker_selected_rank	0.9400009951260666
access_only	0.0	0.01	16	mean_degree	30.721749999999997
access_only	0.0	0.01	16	net_output_per_requested_position	4.607977344017451
access_only	0.0	0.01	16	outsourcing_rate	0.8027271978052994
access_only	0.0	0.01	16	q_gap	1.0486965796670358
access_only	0.0	0.01	16	rank_gap	0.3224763602251409
access_only	0.0	0.01	16	self_fill_rate	0.9978828119160301
access_only	0.0	0.01	16	self_net_output_per_requested_position	3.7486752414139763
access_only	0.0	0.01	17	access_fraction	0.1121889480905737
access_only	0.0	0.01	17	agent_holdout_rank	0.661870731707317
access_only	0.0	0.01	17	betweenness	0.6181931890063284
access_only	0.0	0.01	17	broker_fill_rate	0.9928733053611396
access_only	0.0	0.01	17	broker_holdout_rank	0.9798784240150094
access_only	0.0	0.01	17	broker_net_output_per_requested_position	5.357538207512098
access_only	0.0	0.01	17	broker_selected_rank	0.943685575738578
access_only	0.0	0.01	17	mean_degree	28.308799999999998
access_only	0.0	0.01	17	net_output_per_requested_position	5.129479664781941
access_only	0.0	0.01	17	outsourcing_rate	0.8240784226479845
access_only	0.0	0.01	17	q_gap	1.2617309025598318
access_only	0.0	0.01	17	rank_gap	0.31800769230769227
access_only	0.0	0.01	17	self_fill_rate	0.9949079403664374
access_only	0.0	0.01	17	self_net_output_per_requested_position	4.061477690293453
access_only	0.0	0.01	18	access_fraction	0.1202644017649386
access_only	0.0	0.01	18	agent_holdout_rank	0.7171757973733583
access_only	0.0	0.01	18	betweenness	0.6227317391936341
access_only	0.0	0.01	18	broker_fill_rate	0.9938344039947762
access_only	0.0	0.01	18	broker_holdout_rank	0.9859365853658535
access_only	0.0	0.01	18	broker_net_output_per_requested_position	5.315376391526064
access_only	0.0	0.01	18	broker_selected_rank	0.9407185867193902
access_only	0.0	0.01	18	mean_degree	28.962749999999993
access_only	0.0	0.01	18	net_output_per_requested_position	5.115646816504258
access_only	0.0	0.01	18	outsourcing_rate	0.8262055072031178
access_only	0.0	0.01	18	q_gap	1.1549477024450914
access_only	0.0	0.01	18	rank_gap	0.26876078799249525
access_only	0.0	0.01	18	self_fill_rate	0.997573400106344
access_only	0.0	0.01	18	self_net_output_per_requested_position	4.167307891582028
access_only	0.0	0.01	19	access_fraction	0.11172508164731361
access_only	0.0	0.01	19	agent_holdout_rank	0.6787658536585365
access_only	0.0	0.01	19	betweenness	0.6361334645158082
access_only	0.0	0.01	19	broker_fill_rate	0.9943899122767691
access_only	0.0	0.01	19	broker_holdout_rank	0.9800244840525328
access_only	0.0	0.01	19	broker_net_output_per_requested_position	5.046615753401503
access_only	0.0	0.01	19	broker_selected_rank	0.9223626682603061
access_only	0.0	0.01	19	mean_degree	28.1646
access_only	0.0	0.01	19	net_output_per_requested_position	4.911534935562587
access_only	0.0	0.01	19	outsourcing_rate	0.8523255890907049
access_only	0.0	0.01	19	q_gap	0.9056376107008581
access_only	0.0	0.01	19	rank_gap	0.30125863039399625
access_only	0.0	0.01	19	self_fill_rate	0.9974194675093739
access_only	0.0	0.01	19	self_net_output_per_requested_position	4.132211521509419
access_only	0.0	0.01	2	access_fraction	0.1087078764569939
access_only	0.0	0.01	2	agent_holdout_rank	0.692446435272045
